"lang"
{
	"Language"		"schinese"
		//"cadence_ability_crescendo_quip"			"Encase enemies in glass then shatter it"
		//"cadence_ability_crescendo_desc"			"Encase nearby enemies in glass in an increasing range over a short duration. Cadence then breaks the glass with her powerful voice, breaking any shields on the them, damaging them, and giving them massive bullet vulnerability for a duraiton after."

		//"modifier_cadence_crescendo_in_aoe"		"Encased in Glass"
		//"modifier_cadence_crescendo_post_aoe"		"Shattered"

		//-----------------------------------------------------------------------------
		// Hero McGinnis (previous names: // Engineer // Forge )
		//-----------------------------------------------------------------------------

		"citadel_ability_fissure_wall"			"幻影屏障"
		"citadel_ability_fissure_wall_quip"		"召唤出一堵墙来阻挡你的敌人"
		"citadel_ability_fissure_wall_desc"		"创建一面<span class=\"highlight\">将地形分隔</span>为两半的墙。墙体生成时会对附近的敌人造成<span class=\"highlight\">伤害</span>并<span class=\"highlight\">施加减速效果</span>。<br>施放后，按 [{s:iv_attack}] 或 [{s:in_ability3}] 可以提前拆除墙体。"
		"citadel_ability_fissure_wall_t1_desc"	"<span class=\"highlight\">移除 {s:StaminaReduction} 耐力</span>，对于被屏障击中的敌人，{s:hero_name}的伤害增加<span class=\"highlight\">{s:BonusDamagePercent}%</span>，持续 {s:DebuffDuration}s。"
		"citadel_ability_fissure_wall_t3_desc"	"对被幻影屏障击中的敌人施加 <span class=\"highlight\">{s:WallStunDuration}s 眩晕</span>"
		//"citadel_ability_fissure_wall_trigger"	"Trigger Fissure Wall"
		//"citadel_ability_fissure_wall_cancel"		"Cancel Fissure Wall"
		"WallStunDuration_label"				"持续时间"
		"WallStunDuration_postfix"				"s"
		"WallImpactRange_label"					"影响范围"
		"WallImpactRange_postfix"				"m"

		"citadel_ability_mobile_resupply"		"灵丹妙药"
		"citadel_ability_mobile_resupply_quip"	"部署一个治疗之灵"
		"citadel_ability_mobile_resupply_desc"	"部署一个治疗之灵， <span class=\"highlight\">治疗附近的单位</span>。"
		"MaxHealthRegenPct_label"				"最大生命值恢复"
		"MaxHealthRegenPct_postfix"				"%"
		"modifier_mobile_resupply"				"灵丹妙药"
		"citadel_ability_mobile_resupply/modifier_mobile_resupply_aura/modifier_mobile_resupply"	"正在施药"

		"FireRateBonus_label"				"射速加成"
		"FireRateBonus_postfix"			"%"
		//TurretHealMult_label					"Turret Heal Mult"
		//TurretHealMult_postfix				"x"

		"citadel_ability_mobile_resupply_t1_desc" "被灵丹妙药治疗的单位 <span class=\"highlight\">+{s:AuraFireRateBonus}% 射速</span>"
		"citadel_ability_mobile_resupply_t3_desc"	"+{s:MaxHealthRegenPct}% 每秒最大生命值恢复"

		"citadel_ability_shieldedsentry"		"迷你炮塔"
		"citadel_ability_shieldedsentry_quip"	"部署一台自动炮塔"
		"citadel_ability_shieldedsentry_desc"	"部署一个会<span class=\"highlight\">自动射击敌人</span>的小型炮塔。炮塔在有限的时间后会失效。<br>炮塔获得{s:hero_name} {s:TurretHealthScaling}% 的最大生命值，并具有 {s:TechResist}% 的元灵抗性。炮塔对步兵和目标物造成的伤害较低。"
		"citadel_ability_shieldedsentry_t1_desc"	"<span class=\"highlight\">+{s:AbilityCharges}</span> 次技能充能，且炮塔会施加 <span class=\"highlight\">+{s:MoveSlowPercent}%</span> 移动减速"
		"citadel_ability_shieldedsentry_t2_desc"	"<span class=\"highlight\">+{s:TurretAttackRange}m</span> 攻击范围，<span class=\"highlight\">+{s:AttackSpeedMult}%</span> 炮塔射速"

		//"citadel_ability_shieldedsentry/modifier_bullet_resist_reduction_stack"		"Sentry Bullet Resist Debuff"
		"modifier_forge_mini_turret_debuff"		"迷你炮塔 - 减速"
		//"TurretMoveSlowPercent_label"				"Turret Movement Slow"
		"TurretMoveSlowPercent_postfix"			"%"
		//"modifier_sentry_deploy"				"Initializing..."
		//"TurretDeployTime_label"				"Deploy Time"
		"TurretDeployTime_postfix"				"s"
		"BulletArmorReductionPerStack_label"	"子弹伤害"
		"BulletArmorReductionPerStack_postfix"	"% 每叠加一层"
		"BulletArmorReductionPerStack_prefix"	"+"
		"ShieldedSentry_EffectsPerStack"		"每叠加一层"
		"TurretHealthScaling_label"					"炮塔生命值"
		"TurretHealthScaling_postfix"					"%"


		"TurretAttackRange_label"					"攻击范围"
		"TurretAttackRange_postfix"				"m"

		//"ability_shielded_sentry_rocket"			"Sentry Rocket"

		"citadel_ability_fissure_wall/modifier_fissure_wall/modifier_bonus_damage_percent"			"墙体伤害减益"

		"citadel_ability_rocket_barrage"		"重炮轰击"
		"citadel_ability_rocket_barrage_quip"	"用火箭弹轰炸一个区域"
		"citadel_ability_rocket_barrage_desc"	"发射一连串的火箭弹，可对准目标地点攻击。"
		"citadel_ability_rocket_barrage_t1_desc"	"施加 <span class=\"highlight\">{s:MoveSlowPercent}% 移动减速</span>效果"
		"citadel_ability_rocket_barrage_t3_desc"	"<span class=\"highlight\">每颗火箭弹造成的伤害 +{s:DamagePerRocket}</span>"
		"DamagePerRocket_label"					"每颗火箭弹造成的伤害"
		"GrenadesPerSecond_label"				"每秒火箭弹数"
		"MaxDistance_label"						"最大范围"
		"MaxDistance_postfix"					"m"
		"MinDistance_label"						"最小范围"
		"MinDistance_postfix"					"m"
		"citadel_ability_rocket_barrage/modifier_forge_heavy_barrage_stacking_slow" "重炮轰击减速"	 

		//-----------------------------------------------------------------------------
		// Wraith
		//-----------------------------------------------------------------------------

		"citadel_ability_psychic_lift"			"念力"
		"citadel_ability_psychic_lift_quip"		"将敌人抬升至空中，打断敌人并使其沉默"
		"citadel_ability_psychic_lift_desc"		"将敌人抬升至空中，<span class=\"highlight\">打断</span>敌人并在短时间内令其<span class=\"highlight\">眩晕</span>。当升空结束时，目标会受到念力伤害。"
		"citadel_ability_psychic_lift/lift"		"隔空取物"
		"citadel_ability_psychic_lift_t3_desc"	"念力会以{s:hero_name}周围区域内的敌人为目标"
		"modifier_citadel_psychiclift"			"被抬升至空中——哦不！"
		//"modifier_citadel_psychiclift_self"		"Lifting - Silenced + Disarmed"

		//"citadel_ability_psychic_daggers_desc"		"Telekinetically throw cards that <span class=\"highlight\">hit random targets</span> around you."

		"citadel_ability_projectmind"			"心灵投射"
		"citadel_ability_projectmind_quip"		"传送至目标位置"
		"citadel_ability_projectmind_desc"			"<span class=\"highlight\">传送</span>至目标位置。"
		"BulletShieldOnLand_label"				"传送时的子弹护盾"
		"citadel_ability_projectmind_t2_desc"	"传送时提供 <span class=\"highlight\">{s:BulletShieldOnLand} 的子弹护盾</span>，持续 {s:BulletShieldDuration}s。护盾值会随元灵力量变化而变化。"
		"modifier_wraith_project_mind_shield"				"子弹护盾"
		"citadel_ability_projectmind/modifier_citadel_projectmind/modifier_wraith_project_mind_shield"	"子弹护盾"
		"wraith_project_mind_t2_title"			"子弹护盾："

		//"citadel_ability_psychic_daggers"		"Royal Flush"
		//"citadel_ability_psychic_daggers_quip"	"Damage random targets around you"
		//"ShootInterval_label"						"Card Interval"
		"ShootInterval_postfix"					"s"
		//"MaxDaggers_label"						"Card Count"
		//"citadel_ability_psychic_daggers_t3_desc"	"Each card <span class=\"highlight\">bounces once</span> onto another enemy in range"
		//"DamagePerDagger_label"					"Damage per card"

		"citadel_ability_wraith_rapidfire"		"全自动"
		"citadel_ability_wraith_rapidfire_quip"	"提高你的射速"
		"citadel_ability_wraith_rapidfire_desc"	"临时提升你的<span class=\"highlight\">射速</span>。附近的友军将获得一半的射速加成。"
		//"citadel_ability_wraith_rapidfire/modifier_rapidfire" "Rapid Fire"
		 

		"citadel_ability_card_toss"	"卡牌戏法"
		"citadel_ability_card_toss_quip" "投掷魔法卡牌"
		"citadel_ability_card_toss_desc" "造成武器伤害以召唤卡牌。技能激活后会投掷一张卡牌，该卡牌会飞向准星下的敌人或目标点。"
		"CardResourceGenPctScale_label"				"卡牌召唤速率"
		"CardResourceGenPctScale_postfix"			"%"

		//"citadel_ability_psychic_pulse" "Psychic Pulse"
		//"citadel_ability_psychic_pulse_quip" "Reveal enemies through walls"
		//"citadel_ability_psychic_pulse_desc" "Sense enemies in front of you, revealing their position through walls to your team.  Card Trick can target enemies seen through walls"
		//"SenseRange_label"	"Sense Range"

		//-----------------------------------------------------------------------------
		// Hero Heavy 
		//-----------------------------------------------------------------------------
		//"ability_heal_drone"		"Medic Drone"
		//"ability_heal_drone_desc"		"Deploy a medic drone which slowly heals you and a nearby teammate.\nReplaces any other drone."
		//"ability_speed_drone"		"Speed Drone"
		//"ability_speed_drone_desc"		"Deploy a energy drone which helps you run faster, and reduces your windup and reload times.\nReplaces any other drone."
		//"ability_heavy_drone"		"Utility Drone"
		//"ability_heavy_drone_desc"		"Creates a helper drone that can be toggled between providing Healing, Speed or Rockets. Drones take a short time to activate after being switched."

		//"ability_rocket_drone"	"Heavy Drone"
		//"ability_rocket_drone_desc"		"Deploy a drone which shoots <span class=\"highlight\">homing rockets</span> at enemies at close range that <span class=\"highlight\">slows</span> enemies."

		//"ability_rocket_drone_t1_desc" "The Drone adds <span class=\"highlight\">{s:ClipReloadPercentagePerSecond}% of max clip per second</span> to Heavy's gun"
		//"ability_rocket_drone_t2_desc" "The Drone applies health regen to Heavy and a nearby target for <span class=\"highlight\">{s:DroneHealthRegen} health per second </span>."
		//"ability_rocket_drone_t3_desc" "Maximum rockets per second <span class=\"highlight\">+{s:RocketsPerSecond}</span>"

		"RocketsPerSecond_label"	"每秒火箭弹数"

		//"ability_uber_drone"		"Uber Charge"
		//"ability_uber_drone_desc"		"After a charge-up time, Heavy turns <span class=\"highlight\">invulnerable</span>"
		//"ability_uber_drone_t1_desc"		"While Ubered, <span class=\"highlight\">infinite clip</span> and <span class=\"highlight\">no windup</span>"
		//"ability_uber_drone_t2_desc"		"Uber Duration <span class=\"highlight\">+{s:UberDuration}s</span>"
		//"ability_uber_drone_t3_desc"		"Gain <span class=\"highlight\">+{s:RageOnUber} stacks of Heavy Rage</span>"

		//"ability_propulsion_gel"			"Propulsion Gel"
		//"ability_propulsion_gel_desc"		"Fire a wave of propulsion gel that grants <span class=\"highlight\">increased movement speed</span> for allies.  Unit's hit by the gel wave will be covered by gel and leave a trail behind them"

		//"ability_propulsion_gel_t1_desc"	"Gel reduces zoomed and shooting move speed penalty by <span class=\"highlight\">{s:ShootingSpeedPenaltyReduction}%</span> to friendly units"
		//"ability_propulsion_gel_t2_desc"	"Gel travel distance <span class=\"highlight\">+{s:AbilityCastRange}m</span>"
		//"ability_propulsion_gel_t3_desc"	"Move speed bonus <span class=\"highlight\">+{s:MoveSpeedFriendlyBuff}</span>"

		//"ability_self_purge"				"Uproar"
		//"ability_self_purge_desc"			"<span class=\"highlight\">Drags enemies</span> towards heavy and causes an explosion."

		//"ability_heavy_rage"				"Heavy Rage"
		//"ability_heavy_rage_desc"			"Passive - Increases Heavy's gun damage by <span class=\"highlight\">{s:DamageMultiplierPercent}%</span> each time it hits an enemy, up to <span class=\"highlight\">{s:StacksPerEntity} stacks</span> per enemy Hero and NPCs"
		//"ability_heavy_rage_t1_desc" "Max stacks per enemy Hero or NPCs <span class=\"highlight\">+{s:StacksPerEntity}</span>"
		//"ability_heavy_rage_t3_desc" "Gain <span class=\"highlight\">{s:StacksOnTakeDamage} stacks </span> when an <span class=\"highlight\">enemy damages Heavy</span>"
		//"modifier_passive_heavy_rage_stacks"		"Rage Stacks"

		//"ability_self_purge_t1_desc"	"Permanent Ammo <span class=\"highlight\">+{s:ClipBonusOnHit}</span> for every enemy Hero hit by the explosion"

		//"DamagePerBullet_label"					"Damage Per Bullet"

		//"modifier_drone_heal"					"Medic Drone"
		//"modifier_drone_heal_watcher"			"Medic Drone"
		//"modifier_drone_speed"					"Speed Drone"
		//"modifier_drone_rockets"				"Rocket Drone"
		//"modifier_drone_activation_medic"			"Medic Drone - deploying"
		//"modifier_drone_activation_speed"			"Speed Drone - deploying"
		//"modifier_drone_activation_rockets"		"Rocket Drone - deploying"
		//"modifier_drone_uber"					"UBER INVULNERABILITY"
		//"modifier_drone_uber_charging"			"Uber Charging"
		//"ability_overcharge"					"Energy Surge"
		//"ability_overcharge_desc"				"Temporarily boosts the effect of Heavy's current drone and increases his fire rate."
		//"modifier_overcharge_rapidfire"			"Energy Surge"
		//"DronePowerMultiplier_label"				"Drone Power Multiplier"
		//"ability_ammo_pouch"						"Bandolier"
		//"ability_ammo_pouch_desc"					"Large increase to Heavy's ammo"
		//"ability_smelt"							"Smelt"
		//"ability_smelt_desc"						"Every time Heavy takes damage from a bullet it goes into his weapon clip and reduces ability cooldowns."

		"DroneHealthRegen_label"					"生命恢复"
		"DroneHealthRegen_postfix"				"/s"
		"DroneBonusMoveSpeed_prefix"			"{s:sign}"
		"DroneBonusMoveSpeed_label"			"移动速度"
		//"DroneBonusMoveSpeed_postfix"			""
		"DroneBonusReloadTime_label"			"装填时间"
		"DroneBonusReloadTime_postfix"		"%"
		"DroneBonusWindupTime_prefix"			"{s:sign}"
		//"DroneBonusWindupTime_label"			"Windup Time"
		"DroneBonusWindupTime_postfix"		"%"

		//"RocketDamage_label"						"Rocket Damage"
		//"TimeBetweenRockets_label"				"Time between rockets"
		"TimeBetweenRockets_postfix"				"s"
		//"UberChargeTime_label"					"Uber Charge Time"
		"UberChargeTime_postfix"					"s"
		//"UberDuration_label"						"Uber Duration"
		"UberDuration_postfix"					"s"

		//-----------------------------------------------------------------------------
		// Paradox (previous name: Chrono)
		//-----------------------------------------------------------------------------
		"citadel_ability_chrono_time_wall"		"时间之墙"
		"citadel_ability_chrono_time_wall_quip"	"创建一面能够极大减慢投射物速度的墙"
		"citadel_ability_chrono_time_wall_desc"	"创建一面可以扭曲时间的墙，使所有接触到的<span class=\"highlight\">敌人投射物和子弹</span>的<span class=\"highlight\">时间停止</span>。触碰墙壁的敌人将受到<span class=\"highlight\">按其最大生命值一定百分比计算的伤害</span>，并会短暂减速。"
		//"TargetGameplayTimeScale_label"			"Time Scale"
		"TargetGameplayTimeScale_postfix"			"%"
		"TimeWallWidth_label"						"墙体宽度"
		"TimeWallWidth_postfix"					"m"
		"TimeWallHeight_label"					"墙体高度"
		"TimeWallHeight_postfix"					"m"
		"MovementSlowPct_label"					"移动减速"
		"MovementSlowPct_postfix"					"%"
		"DamagePctPerWallHit_label"					"最大生命值伤害"
		"DamagePctPerWallHit_postfix"				"%"
		"TimeScaleDuration_label"					"时间停止持续时间"
		"TimeScaleDuration_postfix"				"s"
		"modifier_citadel_chrono_time_wall_effect"  "时间之墙"
		//"citadel_ability_chrono_time_wall_t1_desc"		"The wall speeds up <span class=\"highlight\">Paradox's movement.</span>"
		"citadel_ability_chrono_time_wall_t1_desc"		"<span class=\"highlight\">宽度 +{s:TimeWallWidth}m，高度 +{s:TimeWallHeight}m</span>"
		"citadel_ability_chrono_time_wall_t3_desc"		"碰到时间之墙的敌人将被<span class=\"highlight\">沉默</span>，持续时间 {s:DebuffDuration}s"
		//"modifier_timewall_damageamp"				"Damage Vulnerability"

		//"citadel_ability_time_bomb"				"Time Bomb"
		//"citadel_ability_time_bomb_quip"			"Proximity explosion"
		//"citadel_ability_time_bomb_desc"			"{s:hero_name} throws a bomb that explodes if enemies are in its radius after its arm time. The explosion causes a quick <span class=\"highlight\">time freeze</span> and deals <span class=\"highlight\">{s:SingleTargetMult}x more damage</span> if it only hits a single target."
		//"citadel_ability_time_bomb_t2_desc"		"Enemies hit by Time Bomb will have their <span class=\"highlight\">bullet resist reduced by {s:BulletArmorReduction}</span> for <span class=\"highlight\">{s:BulletArmorReductionDuration}s</span>"
		//"citadel_ability_time_bomb_t3_desc"		"<span class=\"highlight\">+{s:Damage} Damage</span> and Time Bomb gains <span class=\"highlight\">+50% more damage</span> from Spirit Power"
		//"chrono_time_trap_debuff"					"Time Bomb"

		"citadel_ability_chrono_pulse_grenade"			"脉冲手雷"
		"citadel_ability_chrono_pulse_grenade_quip"		"投掷一枚手雷，能够产生脉冲、造成伤害和减速"
		"citadel_ability_chrono_pulse_grenade_desc"		"投掷一枚手雷，落地后开始产生脉冲。每次脉冲会让{s:hero_name}对受害者造成<span class=\"highlight\">伤害、移动减速，并叠加伤害增幅</span>。"

		"Pulses_label"                           			 "脉冲数"
		"InitialDamage_label"									"初始伤害"
		"PulseDamage_label"									"脉冲伤害"
		"MovementSpeedSlow_label"							"移动减速"
		"MovementSpeedSlow_postfix"							"%"
		"MovementSlowDuration_label"							"减速持续时间"
		"MovementSlowDuration_postfix"						"s"
		"PulseGrenadeDamageAmplificationPerStack_label"						"每层叠加的伤害增幅"
		"PulseGrenadeDamageAmplificationPerStack_postfix"						"%"
		"PulseGrenadeDebuffDuration_label"				"增幅持续时间"
		"PulseGrenadeDebuffDuration_postfix"						"s"
		"modifier_pulsegrenade_magic_resist_debuff"		"脉冲手雷"

		"modifier_citadel_chrono_pulse_grenade_debuff"					"脉冲手雷"
		"modifier_chrono_pulse_grenade_tech_resist_debuff"				"脉冲手雷 - 元灵抗性降低"


		"TriggerDelay_label"						"爆炸延迟"
		"TriggerDelay_postfix"					"s"
		"TotalDamage_label"						"总伤害"
		//"TimeFreeze_label"						"Time Freeze"
		"TimeFreeze_postfix"						"s"
		//"modifier_citadel_time_bomb_fuse"			"Time Bomb Fuse"

		//"citadel_ability_time_bank"				"Time Bank"
		//"citadel_ability_time_bank_quip"			"Speed yourself up, then slow down briefly"
		//"citadel_ability_time_bank_trigger"		"Speed Time"
		//"citadel_ability_time_bank_desc"			"{s:hero_name} activates a burst of <span class=\"highlight\">accelerated time</span> where they <span class=\"highlight\">move, shoot and reload</span> faster.  When the burst ends, {s:hero_name} must save up time for a short period and is time slowed."
		//"modifier_time_bank_save_time"			"Slow time"
		//"modifier_time_bank_speed_time"			"Accelerating time"
		//"TimeBankSpeedBonus_label"				"Time acceleration"
		"TimeBankSpeedBonus_postfix"				"%"
		//"TimeBankSpeedDurationMax_label"			"Accelerated Duration"
		"TimeBankSpeedDurationMax_postfix"		"s"
		//"TimeSaveDuration_label"					"Max Charge Time"
		"TimeSaveDuration_postfix"				"s"
		//"TimeSaveSpeedPenalty_label"				"Time Penalty"
		"TimeSaveSpeedPenalty_postfix"			"%"
		//"TimeSaveSpeedPenaltyDuration_label"		"Time Penalty Duration"
		"TimeSaveSpeedPenaltyDuration_postfix"	"s"

		"citadel_ability_chrono_swap"				"悖论置换"
		"citadel_ability_chrono_swap_quip"		"与敌方英雄交换位置"
		"modifier_chrono_swap_bubble_move"		"悖论置换"
		"citadel_ability_chrono_swap_desc"		"发射一个投射物，<span class=\"highlight\">将你与目标敌方英雄的位置互换</span>。效果持续期间，你会获得<span class=\"highlight\">元灵吸血</span>，敌人会<span class=\"highlight\">持续受到伤害</span>。"
		"modifier_citadel_chrono_swap_debuff"		"被减速"
		"modifier_citadel_chrono_swap_buff"		"元灵免疫"
		//"CooldownOnMiss_Label"					"Cooldown on miss"
		"CooldownOnMiss_postfix"					"s"
		//"AllyCooldownReduction_label"				"Ally Cooldown Reduction"
		"AllyCooldownReduction_postfix"			"s"
		"SwapTotalDamage_label"					"交换伤害"
