"lang"
{
	"Language"		"English"
		"ItemHistory_Action_EventPointPurchase"							"Purchased with points"
		"ItemHistory_Action_SeasonalItemGrant"							"Subscription/Seasonal Item Grant"


		//Artifact specific item history actions
		"ItemHistory_Action_CitadelDevItemRevoked"						"Item Revoked"
		"ItemHistory_Action_InitialAccountGrant"						"Initial Account Grant"
		"ItemHistory_Action_PhantomManualItemCreation"					"Phantom Item Creation"
		"ItemHistory_Action_LimitedDraft"								"Drafted Card"
		"ItemHistory_Action_GauntletAbandoned"							"Gauntlet Abandoned"
		"ItemHistory_Action_PackOpenedNewItem"							"Opened From Pack"
		"ItemHistory_Action_PackOpenedRemoved"							"Pack Was Opened"
		"ItemHistory_Action_GauntletEntryFee"							"Gauntlet Entry Fee"
		"ItemHistory_Action_TourneyAbandoned"							"Tournament Abandoned"
		"ItemHistory_Action_TourneyEntryFeePaid"						"Tournament Entry Fee"
		"ItemHistory_Action_TourneyEntryFeeRefunded_OldItem"			"Tournament Entry Fee Refunded"
		"ItemHistory_Action_TourneyEntryFeeRefunded_NewItem"			"Tournament Entry Fee Refunded"
		"ItemHistory_Action_GauntletReward"								"Gauntlet Reward"
		"ItemHistory_Action_RecycleDestroyed"							"Destroyed by Recycling"


		"ItemHistory_Transaction_Delete"								"You deleted"
		"ItemHistory_Transaction_Craft"									"Crafted"
		"ItemHistory_Transaction_UnlockCrate"							"Opened a treasure"
		"ItemHistory_Transaction_SupportUndo"							"Steam Support undid one or more of your prior actions"
		"ItemHistory_Transaction_StrangePart"							"Applied a strange modifier"
		"ItemHistory_Transaction_ConsumeItem_Complete"					"Recipe completed"
		"ItemHistory_Transaction_RemoveItemCraftIndex"					"Removed craft index"
		"ItemHistory_Transaction_Autographed"							"Attached autograph"
		"ItemHistory_Transaction_PurchaseFinalized"						"Purchase finalized"
		"ItemHistory_Transaction_Recycled"								"Recycled"
		"ItemHistory_Transaction_PennantUpgrade"						"Upgraded a pennant's level"
		"ItemHistory_Transaction_ApplyEssence"							"Infused an egg with essence"
		"ItemHistory_Transaction_OpenPlayerCardPack"					"Opened a player card pack"
		"ItemHistory_Transaction_PlayerCardRecycle"						"Recycled into dust"

		"ItemHistory_ItemIsInInventory"		"In your inventory"
		"ItemHistory_ItemIsSubscription"	"Subscription Item"

		// Rich Presence set for Steam
		"Steam_Citadel_RP_MainMenu"								"Main Menu"
		"Steam_Citadel_RP_InParty"								"In a Party Hideout"
		"Steam_Citadel_RP_FindingMatch"							"Finding Match"
		
		// These Match Mode ("MM_") tokens are for the %param0% below.
		"Steam_Citadel_RP_MM_Unranked"							"Deadlock:"
		"Steam_Citadel_RP_MM_Ranked"							"Ranked:"
		"Steam_Citadel_RP_MM_HeroLabs"							"Hero Labs:"
		"Steam_Citadel_RP_MM_PrivateLobby"						"Lobby:"
		"Steam_Citadel_RP_MM_CoopBot"							"Bots:"
		"Steam_Citadel_RP_MM_Tutorial"							"Tutorial:"
		"Steam_Citadel_RP_MM_Sandbox"							"Sandbox:"
		"Steam_Citadel_RP_MM_Calibration"						"Placement Match:"

		"Steam_Citadel_RP_StreetBrawl"							"Street Brawl:"
		
		"Steam_Citadel_InGame_Sandbox"		"Testing {%param2%} in Sandbox Mode"
		"Steam_Citadel_InGame_Hero"			"{%param1%} {%param2%} (%param0% min)"
		"Steam_Citadel_InGame"				"{%param1%}  (%param0% min)"
		"Steam_Citadel_Spectating"			"Spectating a Match"
		"Steam_Citadel_RP_Online"			"Online"

		"Steam_Citadel_Hideout_Default"		"Relaxing in the Hideout"
		"Steam_Citadel_Hideout_Lounging"	"Lounging in the Hideout"
		"Steam_Citadel_Hideout_Chilling"	"Chilling in the Hideout"
		"Steam_Citadel_Hideout_Investigating"	"Investigating the Hideout"
		"Steam_Citadel_Hideout_Brooding"	"Brooding in the Hideout"
		"Steam_Citadel_Hideout_Luxuriating"	"Luxuriating in the Hideout"
		"Steam_Citadel_Hideout_Pontificating"	"Pontificating in the Hideout"
		"Steam_Citadel_Hideout_Engineering"	"Tinkering in the Hideout"
		"Steam_Citadel_Hideout_Cocktails"	"Mixing Drinks in the Hideout"
		"Steam_Citadel_Hideout_Plotting"	"Plotting in the Hideout"
		"Steam_Citadel_Hideout_Fabulous"	"Being Fabulous in the Hideout"
		"Steam_Citadel_Hideout_Cards"		"Gambling in the Hideout"
		"Steam_Citadel_Hideout_Scheming"	"Scheming in the Hideout"
		"Steam_Citadel_Hideout_Sleep_Walk"	"Sleep Walking in the Hideout"
		"Steam_Citadel_Hideout_Mystery"		"Solving Mysteries in the Hideout"
		"Steam_Citadel_Hideout_Ignoring_Lash" "Ignoring Lash in the Hideout"
		"Steam_Citadel_Hideout_Ava" 	"Playing With Ava in the Hideout"
		"Steam_Citadel_Hideout_Mourning" 	"Mourning in the Hideout"
		"Steam_Citadel_Hideout_Knives" 	"Playing With Knives in the Hideout"
		"Steam_Citadel_Hideout_Homesick" 	"Wishing the Arroyos were in the Hideout"
		"Steam_Citadel_Hideout_Training" 	"Training in the Hideout"
		"Steam_Citadel_Hideout_Reminiscing"	"Reminiscing in the Hideout"
		"Steam_Citadel_Hideout_Lash"		"Thinking About Lash in the Hideout"
		"Steam_Citadel_Hideout_Cube"		"Wishing the Hideout was The Cube"
		"Steam_Citadel_Hideout_Sulking"		"Sulking in the Hideout"
		"Steam_Citadel_Hideout_Wyoming"		"Dreaming of Wyoming in the Hideout"
		"Steam_Citadel_Hideout_Pruno"		"Making Pruno in the Hideout"	
		"Steam_Citadel_Hideout_Magic"		"Working Magic in the Hideout"	
		"Steam_Citadel_Hideout_Life"		"Grabbing a bite in the Hideout"	
		"Steam_Citadel_Hideout_Prowl"		"Prowling in the Hideout"	
		"Steam_Citadel_Hideout_Pray"		"Praying in the Hideout"	
		"Steam_Citadel_Hideout_Read"		"Reading in the Hideout"	
		"Steam_Citadel_Hideout_Service"		"At Your Service in the Hideout"
		"Steam_Citadel_Hideout_Ranting"		"Ranting in the Hideout"
		"Steam_Citadel_Hideout_Dreams"		"Having Sweet Dreams in the Hideout"
		"Steam_Citadel_Hideout_Dead"		"Playing With The Dead in the Hideout"
		"Steam_Citadel_Hideout_Hangover"	"Figuring Out What Happened Last Night in the Hideout"
		
		
		"Steam_RP_hero_vampire"			"Vampire"
		"Steam_RP_hero_sapper"			"Sapper"
		"Steam_RP_hero_glider"			"Glider"
		"Steam_RP_hero_warden"			"Warden"
		"Steam_RP_hero_gunner"			"Gunner"
		"Steam_RP_hero_cowboy"			"Cowboy"
		"Steam_RP_hero_phoenix"			"Phoenix"
		"Steam_RP_hero_gadgetman" 		"Gadget Man"
		"Steam_RP_hero_assassin"			"Assassin"
		"Steam_RP_hero_yamato"			"Yamato"
		"Steam_RP_hero_inferno"			"Infernus"
		"Steam_RP_hero_test"				"Test Hero"
		"Steam_RP_hero_gigawatt"			"Seven"
		"Steam_RP_hero_hornet"			"Vindicta"
		"Steam_RP_hero_orion"			"Grey Talon"
		"Steam_RP_hero_ghost"			"Lady Geist"
		"Steam_RP_hero_atlas"			"Abrams"
		"Steam_RP_hero_wraith"			"Wraith"
		"Steam_RP_hero_forge"			"McGinnis"
		"Steam_RP_hero_chrono"			"Paradox"
		"Steam_RP_hero_gadgeteer"		"Gadgeteer"
		"Steam_RP_hero_dynamo"			"Dynamo"
		"Steam_RP_hero_kelvin"			"Kelvin"
		"Steam_RP_hero_viscous"			"Viscous"
		"Steam_RP_hero_haze"				"Haze"
		"Steam_RP_hero_astro"			"Holliday"
		"Steam_RP_hero_bebop"			"Bebop"
		"Steam_RP_hero_nano"				"Calico"
		"Steam_RP_hero_phalanx"			"Phalanx"
		"Steam_RP_hero_krill"			"Mo & Krill"
		"Steam_RP_hero_kali"				"Kali"
		"Steam_RP_hero_shiv"				"Shiv"
		"Steam_RP_hero_tengu"			"Ivy"
		"Steam_RP_hero_revenant"			"Revenant"
		"Steam_RP_hero_demoman"			"Demolitions Expert"
		"Steam_RP_hero_hijack"			"Hijack"
		"Steam_RP_hero_mechaguy"			"Mecha Guy"
		"Steam_RP_hero_zealot"			"Zealot"
		"Steam_RP_hero_wrecker"			"Wrecker"
		"Steam_RP_hero_lash"				"Lash"
		"Steam_RP_hero_duo"				"Duo"
		"Steam_RP_hero_tempest"			"Tempest"
		"Steam_RP_hero_ballista"			"Ballista"
		"Steam_RP_hero_akimbo"			"Akimbo"
		"Steam_RP_hero_skymonk"			"Sky Monk"
		"Steam_RP_hero_gunslinger"		"Gunslinger"
		"Steam_RP_hero_yakuza"			"The Boss"
		"Steam_RP_hero_spade"			"Spade"
		"Steam_RP_hero_apocalypse"		"Apocalypse"
		"Steam_RP_hero_architect"		"Architect"
		"Steam_RP_hero_clawdril"			"Clawdril"
		"Steam_RP_hero_coldmetal"		"Cold Metal"
		"Steam_RP_hero_slingshot"		"Slingshot"
		"Steam_RP_hero_genericperson"	"Generic Person"
		"Steam_RP_hero_cadence"			"Cadence"
		"Steam_RP_hero_tokamak"			"Tokamak"
		"Steam_RP_hero_rutger"			"Rutger"
		"Steam_RP_hero_synth"			"Pocket"
		"Steam_RP_hero_thumper"			"Thumper"
		"Steam_RP_hero_mirage"			"Mirage"
		"Steam_RP_hero_slork"			"Fathom"
		"Steam_RP_hero_targetdummy"		"TargetDummy"
		"Steam_RP_hero_bomber"			"Bomber"
		"Steam_RP_hero_shieldguy"		"Shield Guy"
		"Steam_RP_hero_viper"			"Vyper"
		"Steam_RP_hero_vandal"			"Vandal"
		"Steam_RP_hero_magician"		"Sinclair"
		"Steam_RP_hero_trapper"			"Trapper"
		"Steam_RP_hero_operative"		"Raven"
		"Steam_RP_hero_druid"			"Druid"
		"Steam_RP_hero_drifter"			"Drifter"
		"Steam_RP_hero_fortuna"			"Fortuna"
		"Steam_RP_hero_graf"			"Graf"
		"Steam_RP_hero_vampirebat"		"Mina"
		"Steam_RP_hero_frank"			"Victor"
		"Steam_RP_hero_bookworm"		"Paige"
		"Steam_RP_hero_punkgoat"		"Billy"
		"Steam_RP_hero_priest"		"Venator"
		"Steam_RP_hero_doorman"		"The Doorman"
		"Steam_RP_hero_necro"		"Graves"
		"Steam_RP_hero_fencer"		"Apollo"
		"Steam_RP_hero_familiar"		"Rem"
		"Steam_RP_hero_airheart"		"Airheart"
		"Steam_RP_hero_werewolf"		"Silver"
		"Steam_RP_hero_unicorn"		"Celeste"
		"Steam_RP_hero_opera"		"Opera"
	}
}
