"lang"
{
	"Language"		"polish"
		"ItemHistory_Action_AdditionalDrop"								"Znaleziono"
		"ItemHistory_Action_Market_Add"									"Uzyskano z Rynku Społeczności Steam"
		"ItemHistory_Action_UseItem_Rollback_NewItem"					"Nie udało się użyć przedmiotu, został on przywrócony."
		"ItemHistory_Action_CreatedByManualItemRecreateOperation"		"Zostało stworzone przez Pomoc techniczną Steam"
		"ItemHistory_Action_EventWon"									"Wygrano w wydarzeniu"
		"ItemHistory_Action_TournamentDrop"								"Otrzymano jako nagrodę podczas oglądania turnieju"
		"ItemHistory_Action_DiretideReward"								"Otrzymano nagrodę podczas wydarzenia „Mroczny Czas”"
		"ItemHistory_Action_EventPointLevel"							"Otrzymano nagrodę kompendium"
		"ItemHistory_Action_PerfectWorldPromo"							"Zdobyto przedmiot promocyjny"
		"ItemHistory_Action_VictoryPredictionReward"					"Otrzymano nagrodę za prawidłowe typowanie w kompendium"
		"ItemHistory_Action_AssassinMinigameDrop"						"Otrzymano za udział w wydarzeniu „Zabójczyni Nemezis”"
		"ItemHistory_Action_WeekendTourneyTicket_Refund"				"Zwrócono"
		"ItemHistory_Action_PlayerCardPackFromDust"						"Wymieniono pył na pakiet kart"
		"ItemHistory_Action_WeekendTourneyChampionsCupTicketEarned"		"Zdobyto"
		"ItemHistory_Action_EventPointPurchase"							"Zakupiono za punkty"
		"ItemHistory_Action_SeasonalItemGrant"							"Przyznanie subskrypcji lub przedmiotu sezonowego"


		//Artifact specific item history actions
		"ItemHistory_Action_CitadelDevItemRevoked"						"Unieważniono przedmiot"
		"ItemHistory_Action_InitialAccountGrant"						"Początkowo przyznano na konto"
		"ItemHistory_Action_PhantomManualItemCreation"					"Utworzono widmowy przedmiot"
		"ItemHistory_Action_LimitedDraft"								"Dobrano kartę"
		"ItemHistory_Action_GauntletAbandoned"							"Opuszczono Próbę"
		"ItemHistory_Action_PackOpenedNewItem"							"Otwarto z pakietu"
		"ItemHistory_Action_PackOpenedRemoved"							"Pakiet został otwarty"
		"ItemHistory_Action_GauntletEntryFee"							"Opłata za wstęp do Próby"
		"ItemHistory_Action_TourneyAbandoned"							"Opuszczono turniej"
		"ItemHistory_Action_TourneyEntryFeePaid"						"Opłata za wejście do turnieju"
		"ItemHistory_Action_TourneyEntryFeeRefunded_OldItem"			"Zwrócono opłatę za wejście do turnieju"
		"ItemHistory_Action_TourneyEntryFeeRefunded_NewItem"			"Zwrócono opłatę za wejście do turnieju"
		"ItemHistory_Action_GauntletReward"								"Nagroda za Próbę"
		"ItemHistory_Action_RecycleDestroyed"							"Zniszczono przez recykling"


		"ItemHistory_Transaction_Delete"								"Usunięto przez ciebie"
		"ItemHistory_Transaction_Craft"									"Wytworzono"
		"ItemHistory_Transaction_UnlockCrate"							"Uzyskano przez otwarcie skarbu"
		"ItemHistory_Transaction_SupportUndo"							"Pomoc techniczna Steam cofnęła przynajmniej jedną z wykonanych przez ciebie czynności"
		"ItemHistory_Transaction_StrangePart"							"Nałożono kuriozalny modyfikator"
		"ItemHistory_Transaction_ConsumeItem_Complete"					"Ukończono schemat"
		"ItemHistory_Transaction_RemoveItemCraftIndex"					"Usunięto indeks wytwarzania"
		"ItemHistory_Transaction_Autographed"							"Przypisano autograf"
		"ItemHistory_Transaction_PurchaseFinalized"						"Sfinalizowano zakup"
		"ItemHistory_Transaction_Recycled"								"Uzyskano z recyklingu"
		"ItemHistory_Transaction_PennantUpgrade"						"Ulepszono poziom proporca"
		"ItemHistory_Transaction_ApplyEssence"							"Napełniono jajo esencją"
		"ItemHistory_Transaction_OpenPlayerCardPack"					"Otwarto pakiet kart graczy"
		"ItemHistory_Transaction_PlayerCardRecycle"						"Przetworzono na pył karciany"

		"ItemHistory_ItemIsInInventory"		"W twoim ekwipunku"
		"ItemHistory_ItemIsSubscription"	"Przedmiot z subskrypcji"

		// Rich Presence set for Steam
		"Steam_Citadel_RP_MainMenu"								"Menu główne"
		"Steam_Citadel_RP_InParty"								"Menu główne – zespół"
		"Steam_Citadel_RP_FindingMatch"							"Szukanie meczu"
		"Steam_Citadel_RP_PlayingAs"							"{%param0%}: {%param1%} tys."
		
		// These Match Mode ("MM_") tokens are for the %param0% below.
		"Steam_Citadel_RP_MM_Unranked"							"Deadlock"
		"Steam_Citadel_RP_MM_Ranked"							"Deadlock"
		"Steam_Citadel_RP_MM_PrivateLobby"						"Prywatny"
		"Steam_Citadel_RP_MM_SoloBot"							"Bot"
		"Steam_Citadel_RP_MM_Tutorial"							"Samouczek"

		// These Game Mode ("GM_") tokens are for the %param1% below.
		"Steam_Citadel_RP_GM_Normal"							"Mecz"
		"Steam_Citadel_RP_GM_Sandbox"							"Tryb testowy"
		
		"Steam_Citadel_InGame"									"{%param0%} {%param1%}"
		"Steam_Citadel_RP_Online"			"Online"

		// Hero names (tokens match the hero name directly)
		"hero_vampire"			"Vampire"
		"hero_sapper"			"Sapper"
		"hero_glider"			"Glider"
		"hero_warden"			"Warden"
		"hero_gunner"			"Gunner"
		"hero_cowboy"			"Cowboy"
		"hero_phoenix"			"Phoenix"
		"hero_gadgetman" 		"Gadget Man"
		"hero_assassin"			"Assassin"
		"hero_yamato"			"Yamato"
		"hero_inferno"			"Infernus"
		"hero_test"				"Test Hero"
		"hero_gigawatt"			"Seven"
		"hero_hornet"			"Vindicta"
		"hero_orion"			"Grey Talon"
		"hero_ghost"			"Lady Geist"
		"hero_atlas"			"Abrams"
		"hero_wraith"			"Wraith"
		"hero_forge"			"McGinnis"
		"hero_chrono"			"Paradox"
		"hero_gadgeteer"		"Gadgeteer"
		"hero_dynamo"			"Dynamo"
		"hero_kelvin"			"Kelvin"
		"hero_viscous"			"Viscous"
		"hero_haze"				"Haze"
		"hero_astro"			"Holliday"
		"hero_bebop"			"Bebop"
		"hero_nano"				"Calico"
		"hero_phalanx"			"Phalanx"
		"hero_krill"			"Mo i Krill"
		"hero_kali"				"Kali"
		"hero_shiv"				"Shiv"
		"hero_tengu"			"Ivy"
		"hero_revenant"			"Revenant"
		"hero_demoman"			"Demolitions Expert"
		"hero_hijack"			"Hijack"
		"hero_mechaguy"			"Mecha Guy"
		"hero_zealot"			"Zealot"
		"hero_wrecker"			"Wrecker"
		"hero_lash"				"Lash"
		"hero_duo"				"Duo"
		"hero_tempest"			"Tempest"
		"hero_ballista"			"Ballista"
		"hero_akimbo"			"Akimbo"
		"hero_skymonk"			"Sky Monk"
		"hero_gunslinger"		"Gunslinger"
		"hero_yakuza"			"The Boss"
		"hero_spade"			"Spade"
		"hero_apocalypse"		"Apocalypse"
		"hero_architect"		"Architect"
		"hero_clawdril"			"Clawdril"
		"hero_coldmetal"		"Cold Metal"
		"hero_slingshot"		"Slingshot"
		"hero_genericperson"	"Generic Person"
		"hero_cadence"			"Cadence"
		"hero_tokamak"			"Tokamak"
		"hero_rutger"			"Rutger"
		"hero_synth"			"Pocket"
		"hero_thumper"			"Thumper"
		"hero_mirage"			"Mirage"
		"hero_slork"			"Fathom"
		"hero_targetdummy"		"Cel Treningowy"
		"hero_bomber"			"Bomber"

		//-----------------------------------------------------------------------------
		// Upgrades: Weapon
		//-----------------------------------------------------------------------------

		"upgrade_clip_size"						"Podstawowy Magazynek"
		"upgrade_clip_size_fixed"				"Rozszerzony Magazynek"
		"upgrade_clip_size_fixed_t3"			"Ekstrawielki Magazynek"
		"upgrade_clip_size_2"					"Duży Magazynek"
		"upgrade_clip_size_3"					"Ekstrawielki Magazynek"
		"upgrade_ammo_scavenger"				"Szabrownik Amunicji"
		"upgrade_rapid_rounds"					"Błyskawiczne Kule"
		"upgrade_stabilizer"					"Stabilizator"
		"upgrade_high_velocity_mag"				"Magazynek o Wysokiej Szybkości"
		"upgrade_lifestrike_gauntlets"			"Wampiryczne Pięści"
		"upgrade_chain_lightning"				"Naboje Tesli"
		"upgrade_galvanic_storm"				"Galwaniczna Burza"
		"upgrade_attack_speed_1"				"Szybkostrzelność"
		"upgrade_small_attack_speed"			"Bazowa Szybkostrzelność"
		"upgrade_targeted_silence"				"Glif Uciszenia"
		"upgrade_proc_silence"					"Naboje EMP"
		"upgrade_silencer"						"Tłumik"
		"upgrade_proc_tech_damage"				"Kule Magitechniczne"
		"upgrade_slowing_bullets"				"Naboje Spowalniające"
		"upgrade_inhibitor"						"Wstrzymywacz"
		"upgrade_armor_reduction_debuff"		"Amunicja Penetrująca"
		"upgrade_weapon_detention_ammo"			"Kule Zaczepne"
		"upgrade_leveler"						"Wyrównywacz"
		"upgrade_bullet_armor_reduction_aura"	"Aura Łowcy"
		"upgrade_nearby_enemy_boost"			"Zastrzyk Adrenaliny"
		"upgrade_dps_aura"						"Heroiczna Aura"
		"upgrade_fire_rate_aura"				"Aura Szybkostrzelności"
		"upgrade_warp_stone"					"Kamień Teleportacji"
		"upgrade_tech_damage_pulse"				"Puls Męki"
		"upgrade_magic_burst"					"Mistyczne Uderzenie"
		"upgrade_magic_shock"					"Ulepszone Uderzenie"
		"upgrade_tech_bleed"					"Mistyczny Pogłos"
		"upgrade_toxic_bullets"					"Toksyczne Naboje"
		"upgrade_attack_speed_2"				"Ulepszona Szybkostrzelność"
		"upgrade_tech_overflow"					"Spirytualny Rozlew"
		"upgrade_drum_magazine"					"Magazynek Bębnowy"
		"upgrade_ricochet"						"Rykoszet"
		"upgrade_height_advantage"				"Przewaga Wysokości"
		"upgrade_close_range"					"Walka Bliska"
		"upgrade_long_range"					"Daleki Zasięg"
		"upgrade_crackshot"						"Mistyczny Strzał"
		"upgrade_medic_bullets"					"Strzał Witalności"
		"upgrade_close_quarter_combat"			"Bezpośredniość"
		"upgrade_headshot_booster"				"Wzmacniacz Strzałów w Głowę"
		"upgrade_sharpshooter"					"Strzelec Wyborowy"
		"upgrade_banshee_slugs"					"Okaleczający Strzał w Głowę"
		"upgrade_berserker"						"Berserker"
		"upgrade_fervor"						"Szał Bitewny"
		"upgrade_tech_defense_shredders"		"Naboje Rozrywające Duszę"
		"upgrade_non_player_bonus"				"Potworne Kule"
		"upgrade_hollow_point_rounds"			"Amunicja Ochronna"
		"upgrade_pristine_emblem"				"Nieskazitelny Emblemat"
		"upgrade_proc_disarm"					"Naboje Rozbrajające"
		"upgrade_glass_cannon"					"Kruchy Mocarz"
		"upgrade_surging_power"					"Wampiryczny Wybuch"
		"upgrade_siphon_bullets"				"Naboje Syfonowe"
		"upgrade_weapon_overdrive_clip"			"Nadładowny Magazynek"
		"upgrade_burst_fire_actuator"			"Siłownik Serii Strzałów"
		"upgrade_boxing_glove"					"Życiodajne Gruchnięcie"
		"upgrade_belt_fed_magazine"				"Magazynek Taśmowy"
		"upgrade_stabilizing_tripod"			"Stabilizujący Statyw"
		"upgrade_burst_fire"					"Kurtyna Ognia"
		"upgrade_arcane_eater"					"Tajemny Pożeracz"
		"upgrade_predator_precision"			"Precyzja Prześladowcy"
		"upgrade_blitz_bullets"					"Szybka Salwa"
		"upgrade_titan_round"					"Tytaniczny Magazynek"
		"upgrade_intensifying_clip"				"Magazynek Pokrzepienia"
		"upgrade_reinforcing_casings"			"Wzbierająca Wytrwałość"
		"upgrade_critshot"						"Szczęśliwy Strzał"
		"upgrade_veil_walker"					"Wędrowiec Woalu"


		//-----------------------------------------------------------------------------
		// Upgrades: Tech
		//-----------------------------------------------------------------------------
		
		"upgrade_improved_spirit"				"Głębszy Spirytualizm"
		"upgrade_soaring_spirit"				"Ulepszony Spirytualizm"
		"upgrade_mega_spirit"					"Bezkresny Spirytualizm"
		"upgrade_resilience"					"Wytrwały Spirytualizm"
		"upgrade_endurance"						"Dodatkowa Regeneracja"
		"upgrade_health_stealing_magic"			"Wampiryczny Spirytualizm"
		"upgrade_magic_vulnerability"			"Mistyczna Wrażliwość"
		"upgrade_healbane"						"Zdrowoklątwa"
		"upgrade_magic_slow"					"Mistyczne Spowolnienie"
		"upgrade_escalating_exposure"			"Wzbierające Wystawienie"
		"upgrade_magic_reach"					"Mistyczna Rozpiętość"
		"upgrade_tech_range"					"Ulepszona Rozpiętość"
		"upgrade_long_range_slowing_tech"		"Omnispirytualizm"
		"upgrade_full_spectrum"					"Pełne Spektrum"
		"upgrade_tech_range_2"					"Mistyczny Zasięg"
		"upgrade_magic_tempo"					"Ulepszenie Czasu Oczekiwania"
		"upgrade_cooldown_reduction"			"Nadrzędny Czas Oczekiwania"
		"upgrade_recharge_duration_reduction"	"Spirytualne Odnowienie"
		"upgrade_extra_charge"					"Dodatkowy Ładunek"
		"upgrade_bonus_ability_charge_3"		"Hiperładunek"
		"upgrade_charge_mastery"				"Mistrzostwo Ładunków"
		"upgrade_rapid_recharge"				"Błyskawiczne Odnowienie"
		"upgrade_thermal_detonator"				"Ogień Alchemiczny"
		"upgrade_fleetfoot_boots"				"Gibkonogi"
		"upgrade_kinetic_sash"					"Kinetyczny Sprint"
		"upgrade_active_reload"					"Aktywne Przeładowanie"
		"upgrade_arcane_medallion"				"Tajemny Medalion"
		"upgrade_mod_disruptor"					"Mąciciel Dusz"		
		"upgrade_ability_speed"					"Szybkość Umiejętności"			
		"upgrade_succor"						"Ratunek"		
		"upgrade_containment"					"Spowalniający Urok"
		"upgrade_withering_whip"				"Wyniszczający Bicz"
		"upgrade_self_bubble"					"Eteryczne Przejście"
		"upgrade_stasis_bomb"					"Bomba Zastojowa"
		"upgrade_quarantine"					"Kwarantanna"
		"upgrade_rescue_beam"					"Promień Ratunkowy"
		"upgrade_duration_extender"				"[Wycofano] Przedłużacz Czasu Trwania"
		"upgrade_slowing_tech"					"Spowalniający Spirytualizm"
		"upgrade_tech_3"						"Energia"
		"upgrade_ability_refresher"				"Odświeżacz"
		"upgrade_aoe_tech_shield"				"Puls Bariery Spirytualnej"
		"upgrade_cold_front"					"Zimny Front"		
		"upgrade_target_stun"					"Obalenie"
		"upgrade_aoe_root"						"Wciągająca Sieć"				
		"upgrade_tech_cleave"					"Chimera Kwantowa"
		"upgrade_tech_armor_reduction_aura"		"Aura Redukcji Pancerza Spirytualnego"		
		"upgrade_camouflage"					"Kombinezon Kamuflujący"
		"upgrade_glitch"						"Klątwa"
		"upgrade_bullet_resist_shredder"		"Rozdzieracz Odporności na Naboje"
		"upgrade_weapon_eater"					"Pożeracz Broni"
		"upgrade_weapon_instant_reload"			"Przeładowywacz + Ogromny Magazynek"
		"upgrade_ability_power_shard"			"Odłamek Echa"
		"upgrade_imbued_ability"				"Nasycona Umiejętność"
		"upgrade_arcane_extension"				"Przedłużacz Czasu Trwania"
		"upgrade_imbued_duration_extender"		"Nadrzędny Czas Trwania"
		"upgrade_diviners_kevlar"				"Kevlar Wróżbity"
		"upgrade_infuser"						"Napełniacz"
		"upgrade_acolytes_glove"				"Spirytualne Uderzenie"
		"upgrade_melee_charge"					"Szarża Osiłka"
		"upgrade_charmed_wraps"					"Zaczarowane Bandaże"
		"upgrade_magic_clarity"					"Jasność"
		"upgrade_magic_storm"					"Narastająca Moc"
		"upgrade_suppressor"					"Tłumik"
		"upgrade_quick_silver"					"Energiczne Przeładowanie"
		"upgrade_magic_carpet"					"Magiczny Dywan"

		//-----------------------------------------------------------------------------
		// Upgrades: Armor
		//-----------------------------------------------------------------------------
		
		"upgrade_toughness_3"							"Hardość"
		"upgrade_vampire"								"Wampiryczne Naboje"
		"upgrade_health_regen_1"						"Regeneracja Zdrowia"
		"upgrade_health_stimpak"						"Rytuał Uzdrowienia"
		"upgrade_savior"								"Święta Bariera"
		"upgrade_restorative_locket"					"Amulet Pokrzepienia"
		"upgrade_health_bullet_deflector"				"Odbijacz Nabojów"
		"upgrade_health_regenerative_armor"				"Pancerz Regeneratywny"
		"upgrade_bullet_armor"							"Pancerz Kuloodporny"
		"upgrade_improved_bullet_armor"					"Ulepszony Pancerz Kuloodporny"
		"upgrade_bullet_armor_2"						"Ulepszony Pancerz Kuloodporny"
		"upgrade_double_jump"							"Podwójny Skok"
		"upgrade_weapon_power_and_health_drain"			"Nadładowanie"
		"upgrade_health_regen_aura"						"Aura Uzdrowienia"
		"upgrade_cheat_death"								"Oszukaj Śmierć"
		"upgrade_healing_booster"						"Wzmacniacz Uzdrowienia"
		"upgrade_health"								"Dodatkowe Zdrowie"
		"upgrade_proc_melee_stun"						"Obalenie Osiłka"
		"upgrade_debuff_reducer"						"Skracacz Osłabień"
		"upgrade_reduce_debuff_duration"				"Usuwacz Osłabień"
		"upgrade_high_impact_armor"						"Mocarny Pancerz"
		"upgrade_rupture"								"Rozkład"
		"upgrade_discord"								"Niezgoda"	
		"upgrade_spell_absorb"							"Pochłaniacz Spirytualny"
		"upgrade_tech_armor"							"Pancerz Spirytualny"
		"upgrade_tech_armor_2"							"Pancerz Spirytualny+"
		"upgrade_tech_purge"							"Ulepszony Pancerz Spirytualny"
		"upgrade_deflector_shield"						"Tarcza Odbijająca Naboje"
		"upgrade_chonky"								"Hart Ducha"
		"upgrade_damage_recycler"						"Pijawka"
		"upgrade_personal_rejuvenator"					"Odrodzenie"
		"upgrade_phantom_strike"						"Widmowe Uderzenie"
		"upgrade_rebirth"								"Odrodzenie Duszy"
		"upgrade_active_bullet_shield"					"Szarża Tarczy"
		"upgrade_bullet_damage_reduction_aura"			"Zakłócacz Broni"
		"upgrade_return_fire"							"Ogień Zwrotny"
		"upgrade_slow_immunity"							"Niepowstrzymany – Przestarzałe"
		"upgrade_metal_skin"							"Metalowa Skóra"
		"upgrade_regenerative_armor"					"Pancerz Regeneratywny"
		"upgrade_regenerating_bullet_shield"			"Bariera Bojowa"
		"upgrade_magic_shield"							"Bariera Zaklinacza"
		"upgrade_aerial_assault"						"Powietrzne Natarcie"
		"upgrade_combo_breaker"							"Przerywacz Serii"
		"upgrade_unstoppable"								"Niepowstrzymany"
		"upgrade_colossus"								"Kolos"
		"upgrade_ablative_coat"							"Powłoka Odcinająca"


		//-----------------------------------------------------------------------------
		// Upgrades: Utility
		//----------------------------------------------------------------------------- 
		
		"upgrade_sprint_booster"					"Buty Sprintu"
		"upgrade_superior_stamina"					"Nadrzędna Wytrzymałość"
		"upgrade_improved_stamina"					"Dodatkowa Wytrzymałość"
		"upgrade_cardio_calibrator"					"Wytrwała Szybkość"
		"upgrade_health_nova"						"Uzdrawiająca Nowa"
		"upgrade_reload_speed"						"Szybkie Przeładowanie"
		"upgrade_cloaking_device"					"Urządzenie Kamuflujące"
		"upgrade_cloaking_device_active"			"Cieniste Utkanie"
		"upgrade_zipine_mastery"					"Mistrzostwo Linki"
		"upgrade_rocket_boots"						"Majestatyczny Skok – Wyłączony"
		"upgrade_rocket_booster"					"Majestatyczny Skok"
		"upgrade_aoe_smoke_bomb"					"Dym"
		"upgrade_aoe_silence"						"Granat EMP"
		"upgrade_debuff_absorb"						"Obrońca Spirytualny"
		"upgrade_tech_defender"						"Obrońca Spirytualny"
		"upgrade_disarm"							"Wyssanie Woli"
		"upgrade_vex_barrier"						"Bariera Reaktywna"
	}
}
