"lang"
{
	"Language"		"ukrainian"
		"StatDesc_TechDamageAttribute"					"Духовна шкода"
		"StatDesc_FireRateAttribute"					"Швидкострільність"
		"StatDesc_ReloadTime"							"Час перезаряджання"
		"StatDesc_ReloadTime_postfix"					" с"
		"StatDesc_Stamina"								"Витривалість"
		"StatDesc_StaminaRegenPerSecond"				"Поновлення витривалості"
		"StatDesc_StaminaRegenPerSecond_postfix"		"%"
		"StatDesc_BaseWeaponDamage"						"Збройова шкода"
		"StatDesc_BaseWeaponDamage_postfix"				"%"
		"StatDesc_TechDamageScale"						"Духовна шкода"
		"StatDesc_TechShieldHealth"						"Духовний щит"
		"StatDesc_BulletShieldHealth"					"Щит від куль"
		"StatDesc_ReloadSpeed_prefix"					"{s:sign}"
		"StatDesc_ReloadSpeed"							"Зменшення перезарядки"
		"StatDesc_ReloadSpeed_postfix"					"%"
		"StatDesc_CritDamageReceivedScale"				"Зменшення критів"
		"StatDesc_CritDamageReceivedScale_postfix"		"%"
		"StatDesc_StaminaCooldown"						"Зарядка витривалості"
		"StatDesc_StaminaCooldown_postfix"				" с"
		"StatDesc_StaminaRegenIncrease_prefix"			"+"
		"StatDesc_StaminaRegenIncrease"					"Поновлення витривалості"
		"StatDesc_StaminaRegenIncrease_postfix"			"%"
		"StatDesc_DebuffResist"							"Опір негативам"
		"StatDesc_DebuffResist_postfix"					"%"
		"StatDesc_HealingOutput"						"Посилення лікування"
		"StatDesc_HealingOutput_postfix"				"%"

		"StatDesc_BulletSpeed"							"Швидкість куль"
		"StatDesc_BulletSpeed_postfix"					" м/с"
		"StatDesc_BulletSpeedIncrease"					"Збільшення швидкості куль"
		"StatDesc_BulletSpeedIncrease_postfix"			"%"
		
		"StatDesc_WeaponRangeFalloffMin_postfix"		" м"
		"StatDesc_WeaponRangeFalloffMax_postfix"		" м"

		//"StatDesc_AttackPower"							"Attack Power"
		//"StatDesc_AbilityPower"							"Ability Power"
		//"StatDesc_DefensePower"							"Defense Power"

		"StatDesc_TechLifesteal_prefix"					"{s:sign}"
		"StatDesc_TechLifesteal"						"Духовний вампіризм"
		"StatDesc_TechLifesteal_postfix"				"%"

		"StatDesc_TechLifestealNonHero_prefix"			"{s:sign}"
		"StatDesc_TechLifestealNonHero"					"Духовний вампіризм від негероїв"

		"StatDesc_BulletLifesteal_prefix"					"{s:sign}"
		"StatDesc_BulletLifesteal"						"Вампіризм від куль"
		"StatDesc_BulletLifesteal_postfix"				"%"

		"Attribute_EWeaponAttribute_RapidFire"			"Швидкостріл"
		"Attribute_EWeaponAttribute_BurstFire"			"Залпова стрільба"
		"Attribute_EWeaponAttribute_Spreadshot"			"Розділений постріл"
		"Attribute_EWeaponAttribute_BeamWeapon"			"Променева зброя"
		"Attribute_EWeaponAttribute_CloseRange"			"Коротка відстань"
		"Attribute_EWeaponAttribute_MediumRange"		"Середня відстань"
		"Attribute_EWeaponAttribute_LongRange"			"Далека відстань"
		"Attribute_EWeaponAttribute_HeavyHitter"		"Велика шкода"
		"Attribute_EWeaponAttribute_Projectile"			"Снаряд"

		//"WeaponPowerAttribute_Desc"						"%s1 to any weapon damage bonus"
		//"ArmorAttribute_Desc"							"%s1 to any bullet and spirit armor bonus"
		//"HealthAttribute_Desc"							"%s1 to any health and health regen bonuses"
		//"TechDamageAttribute_Desc"						"%s1 to any spirit damage bonus"
		//"FireRateAttribute_Desc"						"%s1 to any weapon fire rate bonus"

		//"WeaponPowerAttribute_Desc_0"					"no additional weapon damage bonuses"
		//"ArmorAttribute_Desc_0"							"no additional bullet armor bonuses"
		//"HealthAttribute_Desc_0"						"no additional health and health regen bonuses"
		//"TechDamageAttribute_Desc_0"					"no additional spirit damage bonuses"
		//"FireRateAttribute_Desc_0"						"no additional weapon fire rate bonuses"

		//-----------------------------------------------------------------------------
		// END Stat desc
		//-----------------------------------------------------------------------------

		//-----------------------------------------------------------------------------
		// Ability Properties desc
		//-----------------------------------------------------------------------------
		"EMultiplyBase_postfix"						"%"

		"HealAmount_label"							"обсягу лікування"
		"HealInterval_label"						"інтервалу лікування"
		"HealInterval_postfix"						" с"
		
		"SlowPercent_label"							"сповільненню руху"
		"SlowPercent_postfix"							"%"
		"movement_slow"								"Сповільнення руху"
		"SlowDurationPerStack_label"					"часу сповільнення за заряд"
		"SlowDurationPerStack_postfix"				" с"

		//"DroneLifetime_label"							"Drone Lifetime"

		"CritChance_label"							"шансу крита"
		"CritChance_postfix"							"%"

		"ShieldHealth_label"							"здоров’ю щита"

		//"SpeedBoostPercent_label"						"Speed"
		"SpeedBoostPercent_prefix"						"{s:sign}"
		"SpeedBoostPercent_postfix"						"%"

		"Damage_label"								"шкоді"
		"DamageBoosted_label"						"шкоді"

		"DamagePlayer_label"							"шкоді гравцям"

		"DamageNPC_label"								"шкоді негравцям"

		"DetectionRadius_label"						"радіусу виявлення"

		//"MaxMines_label"								"Max Mines"
	
		//"HealRate_label"								"Heal Rate"
		"HealRate_postfix"								"/с"

		"Radius_label"								"радіусу"
		"Radius_postfix"								" м"

		"InactiveRadius_label"						"недієвому радіусу"
		"InactiveRadius_postfix"						" м"

		"ActiveRadius_label"						"дієвому радіусу"
		"ActiveRadius_postfix"						" м"

		"MaxRadius_label"								"макс. радіусу"
		"MaxRadius_postfix"								" м"

		//"TackleRadius_label"							"Tackle Radius"
		"TackleRadius_postfix"							" м"

		"MovementDamagePercent_label"					"шкоді"
"DPS_label"									"ШЗС"

		//"DPSIncrease_label"							"Damage Increase Rate"
		"DPSMin_label"								"мін. ШЗС"
		"DPSMax_label"								"макс. ШЗС"

		"DPS_Self_label"								"шкоді собі"
		"DPS_Self_postfix"								"/с"

		"BaseAttackDamage_prefix"						"{s:sign}"
		"BaseAttackDamage_label"						"базовій шкоді"

		"BonusHealth_prefix"							"{s:sign}"
		"BonusHealth_label"							"додачі здоров’я"

		"MaxHealth_prefix"							"{s:sign}"
		"MaxHealth_label"							"макс. здоров’ю"

		//"BonusEnergyMax_label"						"Energy Cells"

		"BonusMaxHealth_prefix"							"{s:sign}"
		"BonusMaxHealth_label"						"здоров’ю"

		"BonusHealthPercent_prefix"					"{s:sign}"
		"BonusHealthPercent_postfix"				"%"
		"BonusHealthPercent_label"					"здоров’ю"

		"BonusHealthRegen_prefix"					"{s:sign}"
		"BonusHealthRegen_label"					"відновленню здоров’я"

		"BaseWeaponDamage_postfix"						"%"

		//"LevelUpBaseWeaponDamage"					"Bullet Damage"
		"LevelUpBaseMeleeDamage"					"Ближня шкода"

		"HealthRegen_prefix"						"{s:sign}"
		"HealthRegen_label"						"відновленню здоров’я"

		"BonusRegenMaxHealthPercent_prefix"					"{s:sign}"
		"BonusRegenMaxHealthPercent_postfix"					"%"
		"BonusRegenMaxHealthPercent_label"						"відновленню макс. здоров’я"

		"BonusHealthRegenOutOfCombat_prefix"			"{s:sign}"
		//"BonusHealthRegenOutOfCombat_postfix"			""
		//"BonusHealthRegenOutOfCombat_label"			"Health Regen Out of Combat"

		"ExternalBonusHealthRegen_prefix"				"{s:sign}"
		"ExternalBonusHealthRegen_postfix"				"/с"
		"ExternalBonusHealthRegen_label"				"відновленню здоров’я"

		"ActiveHealthRegenBoost_prefix"					"{s:sign}"
		//"ActiveHealthRegenBoost_postfix"				"hp/sec"
		"ActiveHealthRegenBoost_label"				"відновленню здоров’я"

		"NonPlayerBonusWeaponPower_label"			"збройовій шкоді проти НГП"
		"NonPlayerBonusWeaponPower_prefix"			"+"
		"NonPlayerBonusWeaponPower_postfix"			"%"
		"NonPlayerBonusWeaponPower_conditional"		"проти НГП"

		"NonPlayerBulletResist_label"			"опору кулям проти НГП"
		"NonPlayerBulletResist_prefix"			"+"
		"NonPlayerBulletResist_postfix"			"%"
		"NonPlayerBulletResist_conditional"		"проти НГП"

		"BonusMeleeDamagePercent_prefix"				"{s:sign}"
		"BonusMeleeDamagePercent_postfix"				"%"
		"BonusMeleeDamagePercent_label"				"ближній шкоді"

		"BonusMeleeDamage_prefix"						"{s:sign}"
		"BonusMeleeDamage_label"						"ближній шкоді"

		"FuseTime_label"								"часу запалювання"
		"FuseTime_postfix"								" с"

		"BonusAmmoRegen_prefix"							"{s:sign}"
		"BonusAmmoRegen_postfix"						" за секунду"
		//"BonusAmmoRegen_label"						"Ammo Regen"

		"BonusAmmo_prefix"								"{s:sign}"
		"BonusAmmo_postfix"								"%"
		//"BonusAmmo_label"								"Bullets"

		"Lifetime_postfix"								" с"
		"Lifetime_label"								"часу дії"

		"Distance_postfix"								" м"
		//"Distance_label"								"Distance"

		//"ChainDamageCoeff_postfix"						"% of gun damage"
		//"ChainDamageCoeff_label"						"Chain Damage"

		"BulletArmor_prefix"							"{s:sign}"
		"BulletArmor_label"								"броні від куль"

		"BulletResist_prefix"							"{s:sign}"
		"BulletResist_postfix"							"%"
		"BulletResist_label"							"опору кулям"

		"BulletArmorDamageReduction_prefix"				"{s:sign}"
		"BulletArmorDamageReduction_postfix"			"%"
		"BulletArmorDamageReduction_label"				"опору кулям"

		// this name is misleading since we use this as a debuff ("TechResist" is the buff version)
		"TechArmorDamageReduction_prefix"				"{s:sign}"
		"TechArmorDamageReduction_postfix"				"%"
		"TechArmorDamageReduction_Label"				"духовному опору"

		"TechDamageScale_prefix"						"{s:sign}"
		"TechDamageScale_postfix"						"%"
		"TechDamageScale_label"							"духовній шкоді"

		"TechArmor_prefix"								"{s:sign}"
		"TechArmor_label"								"духовній броні"
		
		"TechResist_prefix"								"{s:sign}"
		"TechResist_postfix"							"%"
		"TechResist_label"								"духовному опору"

		"TechResistPerStack_prefix"						"{s:sign}"
		"TechResistPerStack_postfix"					"%"
		"TechResistPerStack_label"						"духовному посиленню за заряд"

		"MagicIncreasePerStack_prefix"					"{s:sign}"
		"MagicIncreasePerStack_postfix"					"%"
		"MagicIncreasePerStack_label"					"духовному посиленню за заряд"

		"BulletDamageReduction_postfix"					"%"
		"BulletDamageReduction_label"					"броні від куль"

		"ActiveBulletDamageReduction_prefix"			"{s:sign}"
		"ActiveBulletDamageReduction_label"			"шкоді від куль"
		"ActiveBulletDamageReduction_postfix"			"%"

		"BonusMoveSpeed_prefix"							"{s:sign}"
		"BonusMoveSpeed_label"						"швидкості руху"
		"BonusMoveSpeed_postfix"						" м/с"

		"RunSpeed_postfix"						" м/с"

		"WeaponRange_label"							"збройовій дальності"
		"WeaponRange_postfix"						" м"

		"BonusMoveSpeedPercent_prefix"					"{s:sign}"
		"BonusMoveSpeedPercent_postfix"					"%"
		"BonusMoveSpeedPercent_label"					"швидкості руху"

		"SlowResistancePercent_prefix"					"{s:sign}"
		"SlowResistancePercent_label"					"опору сповільненню руху"
		"SlowResistancePercent_postfix"					"%"

		"AirSpeedBonus_label"						"додачі швидкості в повітрі"
		"AirSpeedBonus_prefix"						"{s:sign}"
		"AirSpeedBonus_postfix"						" м/с"
		//"AscendSpeed_label"							""
		//"DescendSpeed_label"							""

		"BonusCooldownReduction_label"					"зменшенню зарядки за кулю"

		"BonusClipSize_prefix"							"{s:sign}"
		"BonusClipSize_label"							"набоям"

		"BonusClipSizePercent_prefix"					"{s:sign}"
		"BonusClipSizePercent_postfix"					"%"
		"BonusClipSizePercent_label"					"набоям"

		"TemporaryBonusClipSize_prefix"				"{s:sign}"
		"TemporaryBonusClipSize_label"				"тимчасовим набоям"

		"TemporaryBonusClipSizePercent_prefix"			"{s:sign}"
		"TemporaryBonusClipSizePercent_postfix"			"%"
		"TemporaryBonusClipSizePercent_label"			"тимчасовим набоям"

		"BulletPenetrationPercent_postfix"				"%"
		"BulletPenetrationPercent_label"				"пробиттю від куль"

		"TechPower_prefix"								"{s:sign}"
		"TechPower_label"								"духовній силі"
		"ArmorPower_prefix"								"{s:sign}"
		"ArmorPower_label"								"основному здоров’ю"
		"ArmorPower_postfix"								"%"

		"TechPowerAmp_prefix"							"{s:sign}"
		//"TechPowerAmp_label"							"Spirit"
		//"TechPowerAmp_postfix"							""

		"SpellAmplificationPercent_prefix"				"{s:sign}"
		"SpellAmplificationPercent_label"				"духовній силі"
		//BaseDamagePerShot_label							"Base Damage"
		"NanoTechPerShot_label"							"духовній шкоді"
		//"ExplosiveSplashDamage_label"						"Explode Damage"
		"BulletDamageTotal_label"							"шкоді від куль"

		"ChargesRestored_label"							"поновленню зарядів"			

		"BonusFireRate_prefix"							"{s:sign}"
		"BonusFireRate_postfix"							"%"
		"BonusFireRate_label"							"швидкострільності"

		"ActivatedFireRate_prefix"						"{s:sign}"
		"ActivatedFireRate_postfix"						"%"
		"ActivatedFireRate_label"						"швидкострільності"

		"BonusFireRatePlayerUnit_prefix"				"{s:sign}"
		"BonusFireRatePlayerUnit_postfix"				"%"
		"BonusFireRatePlayerUnit_label"					"швидкострільності по міньйонах"

		"BonusFireRateNPC_prefix"							"{s:sign}"
		"BonusFireRateNPC_postfix"							"%"
		"BonusFireRateNPC_label"							"швидкострільності по НГП"

		"BonusMeleeAttackSpeed_prefix"					"{s:sign}"
		"BonusMeleeAttackSpeed_postfix"					"%"
		//"BonusMeleeAttackSpeed_label"					"Melee Speed"

		"AbilityDamageReduction_label"				"зменшенню духовної шкоди"
		"AbilityDamageReduction_postfix"				"%"

		//"SlowProcChance_label"						"Chance to slow on hit"
		"SlowProcChance_postfix"						"%"

		"SlowDuration_label"							"часу сповільнення"
		"SlowDuration_postfix"							" с"

		//"PoisonDamage_label"							"Poison Damage"
		"PoisonDuration_label"							"часу дії"
		"PoisonDuration_postfix"							" с"


		"DebuffDuration_label"						"часу негативів"
		"DebuffDuration_postfix"						" с"

		"DotHealthPercent_label"						"шкоді коровотечі"
		"DotHealthPercent_postfix"						"%/с"
		
		"FreezeDuration_label"							"часу замороження"
		"FreezeDuration_postfix"							" с"

		"CooldownReduction_prefix"						"{s:sign}"
		"CooldownReduction_postfix"						"%"
		"CooldownReduction_label"						"зменшенню зарядки"

		"ImbuedCooldownReduction_prefix"				"{s:sign}"
		"ImbuedCooldownReduction_postfix"				"%"
		"ImbuedCooldownReduction_label"					"зменшенню зарядки вбудованим"

		"NonImbuedCooldownReduction_prefix"				"{s:sign}"
		"NonImbuedCooldownReduction_postfix"			"%"
		"NonImbuedCooldownReduction_label"				"зменшенню зарядки невбудованим умінням"

		"CooldownReductionFlat_postfix"					" с"
		"CooldownReductionFlat_label"					"зменшенню зарядки"

		"BonusAbilityCharges_prefix"					"{s:sign}"
		"BonusAbilityCharges_label"					"додачі зарядів умінь"

		//"BonusChargedAbilityDamage_label"				"Charged Ability Damage"
		"BonusChargedAbilityDamage_prefix"				"{s:sign}"
		"BonusChargedAbilityDamage_postfix"				"%"

		"CooldownBetweenChargeReduction_prefix"			"+"
		"CooldownBetweenChargeReduction_label"			"пришвидшенню інтервалів між зарядами"
		"CooldownBetweenChargeReduction_postfix"		"%"

		"BonusSprintSpeed_prefix"						"{s:sign}"
		"BonusSprintSpeed_postfix"						" м/с"
		"BonusSprintSpeed_label"						"швидкості бігу"
		
		"SprintSpeed_postfix"							" м/с"
		"SprintSpeed_label"								"швидкості бігу"

		"BonusSprintSpeedPercent_prefix"				"{s:sign}"
		"BonusSprintSpeedPercent_label"				"швидкості бігу"
		"BonusSprintSpeedPercent_postfix"				"%"

		"BonusSuperSprintSpeed_prefix"					"{s:sign}"
		"BonusSuperSprintSpeed_label"					"швидкості бігу"

		"BonusSuperSprintSpeedPercent_prefix"			"{s:sign}"
		"BonusSuperSprintSpeedPercent_postfix"			"%"

		"TotalHealthRegen_label"						"всьому відновленню ОЗ"

		"StatusResistancePercent_postfix"				"%"
		"StatusResistancePercent_label"				"опору негативам"

		"ActiveStatusResistancePercent_postfix"			"%"
		"ActiveStatusResistancePercent_label"			"зменшенню зарядки"

		"StatusResistanceDuration_label"				"часу дії"
		"StatusResistanceDuration_postfix"				" с"

		"CleavePercentage_prefix"						"{s:sign}"
		//"CleavePercentage_label"						"Splash Amount"
		"CleavePercentage_postfix"						"%"

		//"CleaveRadius_label"							"Splash Radius"

		"BonusAccuracy_prefix"							"{s:sign}"
		"BonusAccuracy_postfix"							"%"
		//"BonusAccuracy_label"							"Gun Accuracy"

		"BonusBulletSpeedPercent_prefix"				"{s:sign}"
		"BonusBulletSpeedPercent_postfix"				"%"
		"BonusBulletSpeedPercent_label"					"швидкості куль"

		"LifeStealPercent_prefix"						"{s:sign}"
		"LifeStealPercent_label"						"вампіризму"
		"LifeStealPercent_postfix"						"%"

		"LifestealPercentHero_prefix"						"{s:sign}"
		"LifestealPercentHero_label"					"вампіризму"
		"LifestealPercentHero_postfix"					"%"

		"LifestealPercentNonHero_prefix"						"{s:sign}"
		"LifestealPercentNonHero_label"					"вампіризму від негероїв"
		"LifestealPercentNonHero_postfix"				"%"

		"BulletLifestealPercent_prefix"						"{s:sign}"
		"BulletLifestealPercent_label"					"вампіризму від куль"
		"BulletLifestealPercent_postfix"				"%"

		"TechLifestealPercent_prefix"					"{s:sign}"
		"TechLifestealPercent_label"						"духовному вампіризму"
		"TechLifestealPercent_postfix"					"%"

		"MeleeLifestealPercent_prefix"						"{s:sign}"
		"MeleeLifestealPercent_label"					"вампіризму в ближньому бою"
		"MeleeLifestealPercent_postfix"					"%"

		"StunDuration_label"							"часу приголомшення"
		"StunDuration_postfix"							" с"

		"StunDelay_label"								"затримці приголомшення"
		"StunDelay_postfix"								" с"

		"MinStunDuration_postfix"						" с"
		"MinStunDuration_label"							"мін. часу приголомшення"

		"MaxStunDuration_postfix"						" с"
		"MaxStunDuration_label"							"макс. часу приголомшення"

		//"MeleeDamageReduction_label"					"Melee Armor"

		"MeleeDamageReductionPercent_prefix"			"{s:sign}"
		"MeleeDamageReductionPercent_postfix"			"%"
		//"MeleeDamageReductionPercent_label"			"Melee Armor"
		
		//"DispenserHealth_label"						"Dispenser Health"

		//"ShotRegenTime_label"							"Shot Regen Time"
		"ShotRegenTime_postfix"							" с"

		//"MaxShots_label"								"Max Shots"

		"PathLength_label"							"довжині променя"
		"PathLength_postfix"							" м"

		"ChainCount_label"							"макс. стрибків"
		"BonusPerChain_label"						"шкоді в стрибку"

		"RichochetChance_label"						"шансу спрацювання"
		"RichochetChance_postfix"						"%"

		//"SlowSpeedLimit_label"						"Speed Reduced To"

		"HealAmpReceivePercent_prefix"					"{s:sign}"
		//"HealAmpReceivePercent_label"					"Healing Received Boost"
		"HealAmpReceivePercent_postfix"					"%"

		"HealAmpCastPercent_prefix"					"{s:sign}"
		//"HealAmpCastPercent_label"					"Healing Given Boost"
		"HealAmpCastPercent_postfix"					"%"
		
		"HealAmpRegenPercent_prefix"					"{s:sign}"
		//"HealAmpRegenPercent_label"					"Health Regen Boost"
		"HealAmpRegenPercent_postfix"					"%"

		"HealAmpRegenMultiplierOutOfCombat_prefix"					"{s:sign}"
		//"HealAmpRegenMultiplierOutOfCombat_label"		"Health Regen Multiplier"
