"lang"
{
	"Language"		"brazilian"
		"StatDesc_BulletSpeed_postfix"					" m/s"
		"StatDesc_BulletSpeedIncrease"					"Aumento de velocidade das balas"
		"StatDesc_BulletSpeedIncrease_postfix"			"%"
		
		"StatDesc_WeaponRangeFalloffMin_postfix"		" m"
		"StatDesc_WeaponRangeFalloffMax_postfix"		" m"

		"StatDesc_AttackPower"							"Poder ofensivo"
		"StatDesc_AbilityPower"							"Poder das habilidades"
		"StatDesc_DefensePower"							"Poder defensivo"

		"StatDesc_TechLifesteal_prefix"					"{s:sign}"
		"StatDesc_TechLifesteal"						"Roubo de vida espiritual"
		"StatDesc_TechLifesteal_postfix"				"%"

		"StatDesc_TechLifestealNonHero_prefix"			"{s:sign}"
		"StatDesc_TechLifestealNonHero"					"Roubo de vida espiritual contra não heróis"

		"StatDesc_BulletLifesteal_prefix"					"{s:sign}"
		"StatDesc_BulletLifesteal"						"Roubo balístico"
		"StatDesc_BulletLifesteal_postfix"				"%"

		"Attribute_EWeaponAttribute_RapidFire"			"Disparo rápido"
		"Attribute_EWeaponAttribute_BurstFire"			"Rajada de balas"
		"Attribute_EWeaponAttribute_Spreadshot"			"Disparo dividido"
		"Attribute_EWeaponAttribute_BeamWeapon"			"Arma a laser"
		"Attribute_EWeaponAttribute_CloseRange"			"Curto alcance"
		"Attribute_EWeaponAttribute_MediumRange"		"Médio alcance"
		"Attribute_EWeaponAttribute_LongRange"			"Longo alcance"
		"Attribute_EWeaponAttribute_HeavyHitter"		"Dano pesado"
		"Attribute_EWeaponAttribute_Projectile"			"Projétil"

		//-----------------------------------------------------------------------------
		// END Stat desc
		//-----------------------------------------------------------------------------

		//-----------------------------------------------------------------------------
		// Ability Properties desc
		//-----------------------------------------------------------------------------
		"EMultiplyBase_postfix"						"%"

		"HealAmount_label"							"Cura"
		"HealInterval_label"						"Intervalo entre curas"
		"HealInterval_postfix"						"s"
		
		"SlowPercent_label"							"Desaceleração de mov."
		"SlowPercent_postfix"							"%"
		"movement_slow"								"Desaceleração de mov."
		"SlowDurationPerStack_label"					"Desaceleração por acúmulo"
		"SlowDurationPerStack_postfix"				"s"

		"CritChance_label"							"Chance de crítico"
		"CritChance_postfix"							"%"

		"ShieldHealth_label"							"Vida do escudo"

		"SpeedBoostPercent_label"						"Velocidade"
		"SpeedBoostPercent_postfix"						"%"

		"Damage_label"								"Dano"
		"DamageBoosted_label"						"Dano"

		"DamagePlayer_label"							"Dano contra jogadores"

		"DamageNPC_label"								"Dano contra não jogadores"

		"DetectionRadius_label"						"Raio de detecção"

		"MaxMines_label"								"Máximo de minas"
	
		"HealRate_label"								"Taxa de cura"
		"HealRate_postfix"								"/s"

		"Radius_label"								"Raio"
		"Radius_postfix"								" m"

		"InactiveRadius_label"						"Raio inativo"
		"InactiveRadius_postfix"						" m"

		"ActiveRadius_label"						"Raio ativo"
		"ActiveRadius_postfix"						" m"

		"MaxRadius_label"								"Raio máximo"
		"MaxRadius_postfix"								" m"

		"TackleRadius_label"							"Raio da derrubada"
		"TackleRadius_postfix"							" m"

		"MovementDamagePercent_label"					"Dano"
		"DPS_label"									"Dano por segundo"

		"DPSIncrease_label"							"Taxa de aumento de dano"
		"DPSMin_label"								"Dano mínimo por segundo"
		"DPSMax_label"								"Dano máximo por segundo"

		"DPS_Self_label"								"Dano a si"
		"DPS_Self_postfix"								"/s"

		"BaseAttackDamage_label"						"Dano base"

		"BonusHealth_label"							"Vida adicional"

		"MaxHealth_label"							"Vida máxima"

		"BonusEnergyMax_label"						"Células de energia"

		"BonusMaxHealth_label"						"Vida"

		"BonusHealthPercent_postfix"				"%"
		"BonusHealthPercent_label"					"Vida"

		"BonusHealthRegen_label"					"Regeneração de vida"

		"BaseWeaponDamage_postfix"						"%"

		"LevelUpBaseWeaponDamage"					"Dano balístico"
		"LevelUpBaseMeleeDamage"					"Dano de golpes"

		"HealthRegen_label"						"Regeneração de vida"

		"BonusRegenMaxHealthPercent_postfix"					"%"
		"BonusRegenMaxHealthPercent_label"						"Regeneração de vida máxima"

		"BonusHealthRegenOutOfCombat_label"			"Regeneração de vida fora de combate"

		"ExternalBonusHealthRegen_postfix"				"/s"
		"ExternalBonusHealthRegen_label"				"Regeneração de vida"

		"ActiveHealthRegenBoost_label"				"Regeneração de vida"

		"NonPlayerBonusWeaponPower_label"			"Dano balístico contra não heróis"
		"NonPlayerBonusWeaponPower_prefix"			"+"
		"NonPlayerBonusWeaponPower_postfix"			"%"
		"NonPlayerBonusWeaponPower_conditional"		"contra não heróis"

		"NonPlayerBulletResist_label"			"Resist. balística contra não heróis"
		"NonPlayerBulletResist_prefix"			"+"
		"NonPlayerBulletResist_postfix"			"%"
		"NonPlayerBulletResist_conditional"		"contra não heróis"

		"BonusMeleeDamagePercent_postfix"				"%"
		"BonusMeleeDamagePercent_label"				"Dano de golpes"

		"BonusMeleeDamage_label"						"Dano de golpes"

		"FuseTime_label"								"Tempo para armar"
		"FuseTime_postfix"								"s"

		"BonusAmmoRegen_label"						"Regeneração de munição"

		"BonusAmmo_postfix"								"%"
		"BonusAmmo_label"								"Balas"

		"Lifetime_postfix"								"s"
		"Lifetime_label"								"Tempo de vida"

		"Distance_postfix"								" m"
		"Distance_label"								"Distância"

		"ChainDamageCoeff_label"						"Dano do relâmpago"

		"BulletArmor_label"								"Armadura balística"

		"BulletResist_postfix"							"%"
		"BulletResist_label"							"Resist. balística"

		"BulletArmorDamageReduction_postfix"			"%"
		"BulletArmorDamageReduction_label"				"Resist. balística"

		"TechArmorDamageReduction_postfix"				"%"
		"TechArmorDamageReduction_Label"				"Resist. espiritual"

		"TechDamageScale_postfix"						"%"
		"TechDamageScale_label"							"Dano espiritual"

		"TechArmor_label"								"Armadura espiritual"
		
		"TechResist_postfix"							"%"
		"TechResist_label"								"Resist. espiritual"

		"TechResistPerStack_postfix"					"%"
		"TechResistPerStack_label"						"Amp. espiritual por acúmulo"

		"MagicIncreasePerStack_postfix"					"%"
		"MagicIncreasePerStack_label"					"Amp. espiritual por acúmulo"

		"BulletDamageReduction_postfix"					"%"
		"BulletDamageReduction_label"					"Armadura balística"

		"ActiveBulletDamageReduction_label"			"Dano balístico"
		"ActiveBulletDamageReduction_postfix"			"%"

		"BonusMoveSpeed_label"						"Velocidade de movimento"
		"BonusMoveSpeed_postfix"						" m/s"

		"RunSpeed_postfix"						" m/s"

		"WeaponRange_label"							"Alcance balístico"
		"BonusMoveSpeedPercent_postfix"					"%"
		"BonusMoveSpeedPercent_label"					"Velocidade de movimento"

		"SlowResistancePercent_label"					"Resistência a desaceleração"
		"SlowResistancePercent_postfix"					"%"

		"AirSpeedBonus_label"						"Velocidade aérea adicional"
		"AirSpeedBonus_postfix"						" m/s"
		"BonusCooldownReduction_label"					"Redução de recargas por bala"

		"BonusClipSize_label"							"Munição"

		"BonusClipSizePercent_postfix"					"%"
		"BonusClipSizePercent_label"					"Munição"

		"TemporaryBonusClipSize_label"				"Munição temporária"

		"TemporaryBonusClipSizePercent_postfix"			"%"
		"TemporaryBonusClipSizePercent_label"			"Munição temporária"

		"BulletPenetrationPercent_postfix"				"%"
		"BulletPenetrationPercent_label"				"Penetração balística"

		"TechPower_label"								"Poder espiritual"
		"ArmorPower_label"								"Vida base"
		"ArmorPower_postfix"								"%"

		"TechPowerAmp_label"							"Espírito"
		"SpellAmplificationPercent_label"				"Poder espiritual"
		//BaseDamagePerShot_label							"Base Damage"
		"NanoTechPerShot_label"							"Dano espiritual"
		"ExplosiveSplashDamage_label"						"Dano explosivo"
		"BulletDamageTotal_label"							"Dano balístico"

		"ChargesRestored_label"							"Cargas restauradas"			

		"BonusFireRate_postfix"							"%"
		"BonusFireRate_label"							"Taxa de disparo"

		"ActivatedFireRate_postfix"						"%"
		"ActivatedFireRate_label"						"Taxa de disparo"

		"BonusFireRatePlayerUnit_postfix"				"%"
		"BonusFireRatePlayerUnit_label"					"Taxa disp. unid."

		"BonusFireRateNPC_postfix"							"%"
		"BonusFireRateNPC_label"							"Taxa de disparo de não heróis"

		"BonusMeleeAttackSpeed_postfix"					"%"
		"BonusMeleeAttackSpeed_label"					"Velocidade do golpe"

		"AbilityDamageReduction_label"				"Redução de dano espiritual"
		"AbilityDamageReduction_postfix"				"%"

		"SlowProcChance_label"						"Chance de desacelerar ao atingir"
		"SlowProcChance_postfix"						"%"

		"SlowDuration_label"							"Desaceleração"
		"SlowDuration_postfix"							"s"

		"PoisonDamage_label"							"Dano venenoso"
		"PoisonDuration_label"							"Duração"
		"PoisonDuration_postfix"							"s"


		"DebuffDuration_label"						"Duração"
		"DebuffDuration_postfix"						"s"

		"DotHealthPercent_label"						"Dano do sangramento"
		"DotHealthPercent_postfix"						"%/s"
		
		"FreezeDuration_label"							"Duração do congelamento"
		"FreezeDuration_postfix"							"s"

		"CooldownReduction_postfix"						"%"
		"CooldownReduction_label"						"Redução de recargas"

		"ImbuedCooldownReduction_postfix"				"%"
		"ImbuedCooldownReduction_label"					"Redução de recargas da habilidade infundida"

		"NonImbuedCooldownReduction_postfix"			"%"
		"NonImbuedCooldownReduction_label"				"Redução de recargas das habilidades não infundidas"

		"CooldownReductionFlat_postfix"					"s"
		"CooldownReductionFlat_label"					"Redução de recargas"

		"BonusAbilityCharges_label"					"Carga(s) para as habilidades"

		"BonusChargedAbilityDamage_postfix"				"%"

		"CooldownBetweenChargeReduction_prefix"			"+"
		"CooldownBetweenChargeReduction_label"			"Tempo mínimo entre usos"
		"CooldownBetweenChargeReduction_postfix"		"%"

		"BonusSprintSpeed_prefix"						"{s:sign}"
		"BonusSprintSpeed_postfix"						" m/s"
		"BonusSprintSpeed_label"						"Velocidade de corrida"
		
		"SprintSpeed_postfix"							" m/s"
		"SprintSpeed_label"								"Velocidade de corrida"

		"BonusSprintSpeedPercent_prefix"				"{s:sign}"
		"BonusSprintSpeedPercent_label"				"Velocidade de corrida"
		"BonusSprintSpeedPercent_postfix"				"%"

		"BonusSuperSprintSpeed_prefix"					"{s:sign}"
		"BonusSuperSprintSpeed_label"					"Velocidade de corrida"

		"BonusSuperSprintSpeedPercent_prefix"			"{s:sign}"
		"BonusSuperSprintSpeedPercent_postfix"			"%"

		"TotalHealthRegen_label"						"Regeneração de vida total"

		"StatusResistancePercent_postfix"				"%"
		"StatusResistancePercent_label"				"Resist. a efeitos neg."

		"ActiveStatusResistancePercent_postfix"			"%"
		"StatusResistanceDuration_label"				"Duração"
		"StatusResistanceDuration_postfix"				"s"

		"CleavePercentage_postfix"						"%"

		"BonusAccuracy_postfix"							"%"
		"BonusBulletSpeedPercent_postfix"				"%"
		"BonusBulletSpeedPercent_label"					"Velocidade das balas"

		"LifeStealPercent_label"						"Roubo de vida"
		"LifeStealPercent_postfix"						"%"

		"LifestealPercentHero_label"					"Roubo de vida"
		"LifestealPercentHero_postfix"					"%"

		"LifestealPercentNonHero_postfix"				"%"

		"BulletLifestealPercent_label"					"Roubo balístico"
		"BulletLifestealPercent_postfix"				"%"

		"TechLifestealPercent_label"						"Roubo espiritual"
		"TechLifestealPercent_postfix"					"%"

		"MeleeLifestealPercent_prefix"						"{s:sign}"
		"MeleeLifestealPercent_label"					"Roubo de vida em golpes"
		"MeleeLifestealPercent_postfix"					"%"

		"StunDuration_label"							"Duração"
		"StunDuration_postfix"							"s"

		"StunDelay_postfix"								"s"

		"MinStunDuration_postfix"						"s"
		"MaxStunDuration_postfix"						"s"
		"MeleeDamageReductionPercent_postfix"			"%"
		"ShotRegenTime_postfix"							"s"

		"PathLength_label"							"Alcance do raio"
		"PathLength_postfix"							" m"

		"ChainCount_label"							"Máximo de saltos"
		"BonusPerChain_label"						"Dano ao saltar"

		"RichochetChance_label"						"Chance de ocorrer"
		"RichochetChance_postfix"						"%"

		"HealAmpReceivePercent_postfix"					"%"

		"HealAmpCastPercent_postfix"					"%"
		
		"HealAmpRegenPercent_label"					"Aumento da regeneração de vida"
		"HealAmpRegenPercent_postfix"					"%"

		"HealAmpRegenMultiplierOutOfCombat_label"		"Multiplicador da regeneração de vida"
		"HealAmpRegenMultiplierOutOfCombat_postfix"			"x"

		"HealAmpReceivePenaltyPercent_label"		"Redução de cura"
		"HealAmpReceivePenaltyPercent_postfix"			"%"

		"DegenResistance_label"						"Resistência a reduções de cura"
		"DegenResistance_postfix"					"%"
		"DegenResistance_prefix"					"{s:sign}"

		"ProcChance_label"							"Chance de ocorrer"
		"ProcChance_postfix"							"%"

		"OutgoingDamageReduction_label"				"Dano de ataques"
		"OutgoingDamageReduction_postfix"				"%"

		"ProcHealth_postfix"							"%"

		"DamageBoostFromBehind_postfix"					"%"

		"DamageBoostElsewhere_postfix"					"%"

		"BonusDPSVsPlayers_label"						"Dano por segundo contra jogadores"

		"BonusDPSVsCreeps_label"						"Dano por segundo contra não jogadores"

		"EvasionPercentGlider_postfix"					"%"

		"EvasionPercent_label"						"Chance de esquiva"
		"EvasionPercent_postfix"						"%"

		"MeleeDamagePercent_postfix"					"%"


		"TechShieldHealth_label"					"Vida para o escudo espiritual"
		"TechShieldDamagePercent_postfix"			"%"

		"BulletShieldHealth_label"					"Vida para o escudo balístico"
		"BulletShieldDamagePercent_label"			"Amplificação de dano contra escudos balísticos"
		"BulletShieldDamagePercent_postfix"			"%"

		"ShieldBlockPercent_postfix"					"%"

		"DamagePercent_label"							"Dano balístico causado"
		"DamagePercent_postfix"							"%"
		
		"CycleTimePercent_postfix"						"%"

		"BasicReflectPercent_postfix"					"%"

		"LifeDrainPerSecond_label"					"Dano por segundo"
		"HealthPercent_postfix"							"%"

		"DodgeAnimSpeedScale_postfix"					"x"

		"BonusDamagePercent_label"					"Dano adicional"
		"BonusDamagePercent_postfix"					"%"

		"BulletDamagePercent_label"					"Dano balístico"
		"BulletDamagePercent_postfix"					"%"

		"AbilityLifestealPercent_label"				"Roubo espiritual"
		"AbilityLifestealPercent_postfix"				"%"
		
		"AbilityLifestealPercentHero_label"				"Roubo espiritual"
		"AbilityLifestealPercentHero_postfix"			"%"

		"AbilityLifestealPercentNonHero_label"			"Roubo de vida espiritual contra não heróis"
		"AbilityLifestealPercentNonHero_postfix"		"%"

		"RegenDuration_label"							"Regeneração"
		"RegenDuration_postfix"							"s"

		"SpreadDuration_postfix"						"s"
		
		"EndRadius_label"								"Raio final"
		"EndRadius_postfix"								" m"

		"BulletPercentAsBurn_postfix"					"%"

		"ItemInitialCharges_label"					"Cargas"

		"AuraDuration_postfix"							"s"

		"ReloadSpeedDecrease_label"						"Recarregamento"
		"ReloadSpeedDecrease_postfix"					"%"

		"AbsorbPercentage_postfix"						"%"

		"HitCap_postfix"								"acertos"

		"AbilityDamageReductionPerHit_postfix"			"%"

		"ActiveAbilityDamageReduction_postfix"			"%"

		"BonusAttackRange_postfix"						"metros"
		"BonusAttackRangePercent_postfix"				"%"
		"BonusAttackRangePercent_label"					"Dist. até redução de dano"

		"WeaponRecoilReduction_postfix"					"%"
		"BonusDPSPercent_label"						"Dano balístico"
		"BonusDPSPercent_postfix"						"%"

		"TurretFireRate_prefix"							"+"
		"TurretFireRate_postfix"						"%"

		"TurretDPS_label"								"Dano por segundo da torreta"

		"MobileResupplyRegenMultiplier_postfix"			"x"

		"HealRadius_label"								"Raio de cura"
		"HealRadius_postfix"								" m"

		"BulletArmorReduction_postfix"					"%"
		"BulletArmorReduction_label"					"Resist. balística"

		"LocalBulletArmorReduction_postfix"				"%"
		"LocalBulletArmorReduction_label"				"Resist. balística"

		"LocalTechArmorReduction_prefix"				"{s:sign}"
		"LocalTechArmorReduction_postfix"				"%"

		"BulletResistOnActive_label"					"Resist. balística"
		"BulletResistOnActive_prefix"					"{s:sign}"
		"BulletResistOnActive_postfix"					"%"

		"WeaponPowerAmp_label"						"Coragem"

		"WeaponPowerWhileActivated_label"						"Coragem"

		"FireRate_postfix"								"%"

		"WeaponPower_label"								"Dano balístico"
		"WeaponPower_postfix"							"%"

		"DamageIncrease_label"						"Dano sofrido"

		"DamageIncreasePercent_label"					"Dano sofrido"
		"DamageIncreasePercent_postfix"					"%"

		"BonusAbilitySpeed_prefix"						"{s:sign}"
		"ReloadSpeedMultipler_label"					"Recarregamento"
		"ReloadSpeedMultipler_postfix"					"%"

		"HealthRegenPerTrooper_prefix"					"+"
		"HealthRegenPerTrooper_label"					"Regeneração de vida"

		"TrooperLifetime_postfix"						"s"

		"DamagePerChain_label"						"Dano elétrico"
		
		"SpeedMax_label"								"Velocidade de movimento"
		"SpeedMax_postfix"							" m/s"
		"MoveSpeedMax_label"							"Velocidade de movimento"
		"MoveSpeedMax_postfix"						" m/s"

		"BonusCritDamagePercent_postfix"				"%"

		"DPSDmgPercent_label"							"Dano por segundo"
		"DPSDmgPercent_postfix"							"%"

		"DamagePerSecond_label"						"Dano por segundo"

		"TechResistReduction_postfix"					"%"
		"DamagePulseAmount_label"						"Dano por pulso"
		"DamagePulseInterval_label"					"Entre pulsos"
		"DamagePulseInterval_postfix"					"s"
		"DamagePulseRadius_label"						"Raio dos pulsos"
		"DamagePulseRadius_postfix"					" m"

		"CloseRangeBonusDamagePercent_prefix"			"+"
		"CloseRangeBonusDamagePercent_label"			"Dano balístico"
		"CloseRangeBonusDamagePercent_postfix"			"%"

		"CloseRangeBonusDamageRange_label"				"Distância máxima"
		"CloseRangeBonusDamageRange_postfix"			" m"

		"CloseRangeBonusWeaponPower_label"				"Dano balístico"
		"CloseRangeBonusWeaponPower_postfix"			"%"
		"CloseRangeBonusWeaponPower_conditional"		"contra alvos próximos"

		"BonusSpirit_conditional"						"enquanto ativo"

		"AboveHealthThreshold_conditional"				"acima do limiar de vida"
		"DashJump_conditional"							"após um pulo avançado"

		"Quicksilver_conditional"						"após usar uma habilidade"

		"SpiritStrike_conditional"						"após acertar um golpe"

		"LongRangeBonusWeaponPowerMinRange_label"		"Distância mínima"
		"LongRangeBonusWeaponPowerMinRange_postfix"		" m"

		"LongRangeBonusWeaponPower_label"				"Dano balístico"
		"LongRangeBonusWeaponPower_postfix"				"%"
		"LongRangeBonusWeaponPower_conditional"			"contra alvos distantes"

		"TechRangeMultiplier_label"						"Alcance das habilidades"
		"TechRangeMultiplier_postfix"					"%"

		"ImbuedTechRangeMultiplier_label"				"Alcance da habilidade infundida"
		"ImbuedTechRangeMultiplier_postfix"				"%"

		"NonImbuedTechRangeMultiplier_label"			"Alcance das habilidades não infundidas"
		"NonImbuedTechRangeMultiplier_postfix"			"%"

		"ThrowRange_postfix"							" m"

		"TechRadiusMultiplier_label"					"Raio"
		"TechRadiusMultiplier_postfix"					"%"

		"ImbuedTechRadiusMultiplier_postfix"					"%"

		"NonImbuedTechRadiusMultiplier_postfix"					"%"

		"TechRangeAdditive_label"						"Alcance das habilidades"
