"lang"
{
	"Language"		"koreana"
		// END Stat desc
		//-----------------------------------------------------------------------------

		//-----------------------------------------------------------------------------
		// Ability Properties desc
		//-----------------------------------------------------------------------------
		"EMultiplyBase_postfix"						"%"

		"HealInterval_postfix"						"초"
		
		"SlowPercent_postfix"							"%"
		"SlowDurationPerStack_postfix"				"초"

		"CritChance_postfix"							"%"

		"SpeedBoostPercent_postfix"						"%"

		"DetectionRadius_label"						"감지 반경"

		"HealRate_postfix"								"(초당)"

		"Radius_label"								"반경"
		"Radius_postfix"								"m"

		"InactiveRadius_label"						"비활성 반경"
		"InactiveRadius_postfix"						"m"

		"ActiveRadius_label"						"활성 반경"
		"ActiveRadius_postfix"						"m"

		"MaxRadius_label"								"최대 반경"
		"MaxRadius_postfix"								"m"

		"TackleRadius_postfix"							"m"

		"MovementDamagePercent_postfix"					"% 피해(이동한 유닛 256개당)"

		"DPS_Self_postfix"								"(초당)"

		"BonusEnergyMax_label"						"에너지 셀"

		"BonusHealthPercent_postfix"				"%"
		"BaseWeaponDamage_postfix"						"%"

		"BonusRegenMaxHealthPercent_postfix"					"%"
		"ExternalBonusHealthRegen_postfix"				"(초당)"
		"ActiveHealthRegenBoost_postfix"				"체력(초당)"
		"NonPlayerBonusWeaponPower_postfix"			"%"
		"NonPlayerBulletResist_postfix"			"%"
		"BonusMeleeDamagePercent_postfix"				"%"
		"FuseTime_postfix"								"초"

		"BonusAmmoRegen_postfix"						" 초당"
		"BonusAmmo_postfix"								"%"
		"Lifetime_postfix"								"초"
		"Distance_postfix"								"m"
		"ChainDamageCoeff_postfix"						"%(무기 피해 기준)"
		"BulletResist_postfix"							"%"
		"BulletArmorDamageReduction_postfix"			"%"
		"TechArmorDamageReduction_postfix"				"%"
		"TechDamageScale_postfix"						"%"
		"TechResist_postfix"							"%"
		"TechResistPerStack_postfix"					"%"
		"MagicIncreasePerStack_postfix"					"%"
		"BulletDamageReduction_postfix"					"%"
		"ActiveBulletDamageReduction_postfix"			"%"

		"BonusMoveSpeed_postfix"						" m(초당)"

		"RunSpeed_postfix"						" m(초당)"

		"WeaponRange_postfix"						"m"

		"BonusMoveSpeedPercent_postfix"					"%"
		"SlowResistancePercent_postfix"					"%"

		"AirSpeedBonus_postfix"						"m(초당)"
		"BonusClipSizePercent_postfix"					"%"
		"TemporaryBonusClipSizePercent_postfix"			"%"
		"BulletPenetrationPercent_postfix"				"%"
		"ArmorPower_postfix"								"%"
"BonusFireRate_prefix"							"{s:sign}"
		"BonusFireRate_postfix"							"%"
		"BonusFireRate_label"							"연사 속도"

		"ActivatedFireRate_prefix"						"{s:sign}"
		"ActivatedFireRate_postfix"						"%"
		"ActivatedFireRate_label"						"연사 속도"

		"BonusFireRatePlayerUnit_prefix"				"{s:sign}"
		"BonusFireRatePlayerUnit_postfix"				"%"
		"BonusFireRateNPC_prefix"							"{s:sign}"
		"BonusFireRateNPC_postfix"							"%"
		"BonusMeleeAttackSpeed_postfix"					"%"
		"AbilityDamageReduction_postfix"				"%"

		"SlowProcChance_postfix"						"%"

		"SlowDuration_postfix"							"초"

		"PoisonDuration_postfix"							"초"


		"DebuffDuration_postfix"						"초"

		"DotHealthPercent_postfix"						"%/초"
		
		"FreezeDuration_postfix"							"초"

		"CooldownReduction_postfix"						"%"
		"ImbuedCooldownReduction_prefix"				"{s:sign}"
		"ImbuedCooldownReduction_postfix"				"%"
		"ImbuedCooldownReduction_label"					"보강된 능력 쿨다운 감소"

		"NonImbuedCooldownReduction_prefix"				"{s:sign}"
		"NonImbuedCooldownReduction_postfix"			"%"
		"NonImbuedCooldownReduction_label"				"보강되지 않은 능력 쿨다운 감소"

		"CooldownReductionFlat_postfix"					"초"
		"BonusChargedAbilityDamage_postfix"				"%"

		"CooldownBetweenChargeReduction_postfix"		"%"

		"BonusSprintSpeed_postfix"						"m(초당)"
		"SprintSpeed_postfix"							"m(초당)"
		"BonusSprintSpeedPercent_postfix"				"%"

		"BonusSuperSprintSpeedPercent_postfix"			"%"

		"StatusResistancePercent_postfix"				"%"
		"ActiveStatusResistancePercent_postfix"			"%"
		"StatusResistanceDuration_postfix"				"초"

		"CleavePercentage_postfix"						"%"

		"BonusAccuracy_postfix"							"%"
		"BonusBulletSpeedPercent_postfix"				"%"
		"LifeStealPercent_label"						"체력 흡수"
		"LifeStealPercent_postfix"						"%"

		"LifestealPercentHero_label"					"체력 흡수"
		"LifestealPercentHero_postfix"					"%"

		"LifestealPercentNonHero_label"					"비영웅 대상 체력 흡수"
		"LifestealPercentNonHero_postfix"				"%"

		"BulletLifestealPercent_label"					"총탄 체력 흡수"
		"BulletLifestealPercent_postfix"				"%"

		"TechLifestealPercent_postfix"					"%"

		"MeleeLifestealPercent_postfix"					"%"

		"StunDuration_postfix"							"초"

		"StunDelay_postfix"								"초"

		"MinStunDuration_postfix"						"초"
		"MaxStunDuration_postfix"						"초"
		"MeleeDamageReductionPercent_postfix"			"%"
		"ShotRegenTime_postfix"							"초"

		"PathLength_postfix"							"m"

		"RichochetChance_postfix"						"%"

		"HealAmpReceivePercent_postfix"					"%"

		"HealAmpCastPercent_postfix"					"%"
		
		"HealAmpRegenPercent_postfix"					"%"

		"HealAmpRegenMultiplierOutOfCombat_postfix"			"x"

		"HealAmpReceivePenaltyPercent_postfix"			"%"

		"DegenResistance_postfix"					"%"
		"ProcChance_postfix"							"%"

		"OutgoingDamageReduction_postfix"				"%"

		"ProcHealth_postfix"							"%"

		"DamageBoostFromBehind_postfix"					"%"

		"DamageBoostElsewhere_postfix"					"%"

		"EvasionPercentGlider_postfix"					"%"

		"EvasionPercent_postfix"						"%"

		"MeleeDamagePercent_postfix"					"%"


		"TechShieldDamagePercent_postfix"			"%"

		"BulletShieldDamagePercent_postfix"			"%"

		"ShieldBlockPercent_postfix"					"%"

		"DamagePercent_postfix"							"%"
		
		"CycleTimePercent_postfix"						"%"

		"StickyClusterCount_postfix"					"점착 수류탄"

		"BasicReflectPercent_postfix"					"%"

		"HealthPercent_postfix"							"%"

		"DodgeAnimSpeedScale_postfix"					"x"

		"BonusDamagePercent_postfix"					"%"

		"BulletDamagePercent_postfix"					"%"

		"AbilityLifestealPercent_postfix"				"%"
		
		"AbilityLifestealPercentHero_postfix"			"%"

		"AbilityLifestealPercentNonHero_postfix"		"%"

		"RegenDuration_postfix"							"초"

		"SpreadDuration_postfix"						"초"
		
		"EndRadius_postfix"								"m"

		"BulletPercentAsBurn_postfix"					"%"

		"AuraDuration_postfix"							"초"

		"ReloadSpeedDecrease_postfix"					"%"

		"AbsorbPercentage_postfix"						"%"

		"HitCap_postfix"								"번 타격"

		"AbilityDamageReductionPerHit_postfix"			"%"

		"ActiveAbilityDamageReduction_postfix"			"%"

		"BonusAttackRange_postfix"						"m"
		"BonusAttackRangePercent_postfix"				"%"
		"WeaponRecoilReduction_postfix"					"%"
		"BonusDPSPercent_postfix"						"%"

		"TurretFireRate_prefix"							"+"
		"TurretFireRate_postfix"						"%"

		"MobileResupplyRegenMultiplier_postfix"			"배"

		"HealRadius_postfix"								"m"

		"BulletArmorReduction_postfix"					"%"
		"LocalBulletArmorReduction_postfix"				"%"
		"LocalTechArmorReduction_postfix"				"%"

		"BulletResistOnActive_postfix"					"%"

		"FireRate_postfix"								"%"

		"WeaponPower_postfix"							"%"

		"DamageIncreasePercent_postfix"					"%"

		"ReloadSpeedMultipler_postfix"					"%"

		"HealthRegenPerTrooper_postfix"					"(근처 트루퍼당)"
		"TrooperLifetime_postfix"						"초"

		"SpeedMax_postfix"							" m(초당)"
		"MoveSpeedMax_postfix"						" m(초당)"

		"BulletDamagePercentAsTechDamage_postfix"		"% 총탄 피해 "

		"BonusCritDamagePercent_postfix"				"%"

		"DPSDmgPercent_postfix"							"%"

		"TechResistReduction_postfix"					"%"
		"DamagePulseInterval_postfix"					"초"
		"DamagePulseRadius_postfix"					"m"

		"CloseRangeBonusDamagePercent_postfix"			"%"

		"CloseRangeBonusDamageRange_postfix"			"m"

		"CloseRangeBonusWeaponPower_postfix"			"%"
		"LongRangeBonusWeaponPowerMinRange_postfix"		"m"

		"LongRangeBonusWeaponPower_postfix"				"%"
		"TechRangeMultiplier_postfix"					"%"

		"ImbuedTechRangeMultiplier_prefix"				"{s:sign}"
		"ImbuedTechRangeMultiplier_postfix"				"%"

		"NonImbuedTechRangeMultiplier_prefix"			"{s:sign}"
		"NonImbuedTechRangeMultiplier_postfix"			"%"

		"ThrowRange_postfix"							"m"

		"TechRadiusMultiplier_postfix"					"%"

		"ImbuedTechRadiusMultiplier_prefix"					"{s:sign}"
		"ImbuedTechRadiusMultiplier_label"					"보강된 반경"
		"ImbuedTechRadiusMultiplier_postfix"					"%"

		"NonImbuedTechRadiusMultiplier_prefix"					"{s:sign}"
		"NonImbuedTechRadiusMultiplier_label"					"보강되지 않은 반경"
		"NonImbuedTechRadiusMultiplier_postfix"					"%"

		"TechRangeAdditive_postfix"						"m"

		"WindUpTime_postfix"								"초"

		"HealthDrainedPerSecond_postfix"				"(초당)"

		"DebuffDurationReductionPercentage_postfix"		"%"

		"ZipLineSpeedPercent_label"					"하이퍼라인 속도"
		"ZipLineSpeedPercent_postfix"					"%"
		
		"ZiplineJumpBonusDuration_postfix"					"초"

		"ZiplineJumpBonusMoveSpeed_postfix"					"m(초당)"

		"BonusZipLineSpeed_label"						"하이퍼라인 속도"

		"MoveSpeedBonus_postfix"						"m(초당)"

		"MoveSpeedFriendlyBuff_postfix"			"m(초당)"
		
		"ProcBuildupPercent_postfix"					"%"

		"LockOnTime_postfix"							"초"

		"StalkDuration_postfix"							"초"

		"TimeToMaxStacks_postfix"						"초"

		"DamageReduction_postfix"					"%"

		"SilenceDuration_postfix"						"초"

		"Range_postfix"									"m"
		"MinRange_postfix"								"m"

		"ConeRadius_postfix"							"m"
		"ConeAngle_postfix"						" 도"

		"ShockRadius_postfix"						"m"

		"KnockDownRadius_postfix"						"m"

		"BurnDuration_postfix"							"초"
		"AbilityCooldown_postfix"						"초"
		"TechCooldown_postfix"						"%"
		"TechDuration_postfix"						"%"
		"TechLifesteal_postfix"						"%"
		"TechRange_postfix"							"%"

		"HealingPercent_postfix"						"%"

		"AbilityCooldownBetweenCharge_postfix"			"초"

		"AbilityDuration_postfix"						"초"
		"TetherDuration_postfix"						"초"
		"TetherRadius_postfix"						"m"
		"AbilityCastRange_postfix"						"m"
		"AbilityCastRangeMinimum_postfix"				"m"
		"AbilityChannelTime_postfix"					"초"
		"AbilityCastDelay_postfix"					"초"
		"BonusAbilityDurationPercent_postfix"			"%"		
		
		
		"NonImbuedBonusDuration_prefix"				"{s:sign}"
		"NonImbuedBonusDuration_label"				"보강되지 않은 능력 지속 시간"
		"NonImbuedBonusDuration_postfix"			"%"		
		
		"ImbuedBonusDuration_prefix"					"{s:sign}"
		"ImbuedBonusDuration_label"						"보강된 능력 지속 시간"
		"ImbuedBonusDuration_postfix"					"%"

		"MissCooldown_postfix"							"초"
		"ShockDelay_postfix"							"초"

		"ArmTime_postfix"								"초"

		"ExplodeDelay_postfix"							"초"
		
		"BuildUpPercentPerHit_postfix"					"%"

		"FreezeBuildUpTime_postfix"						"초"

		"CritStackInterval_postfix"						"초"

		"TurretLifetime_postfix"						"초"

		"CritCoatingDamagePercent_postfix"				"%"

		"ExplosionCoatingRadius_postfix"				"m"

		"SlowCoatingProcChance_postfix"					"%"

		"SlowCoatingMoveSpeed_postfix"					"%"

		"MaxLifetime_postfix"							"초"

		"DamageTakenPercentIncreasePerStack_postfix"	"%"

		"DroneDPS_postfix"								"초당 피해"

		"DistanceBuff_postfix"							"%"
		"FullDistance_postfix"							"m"

		"BaseDamagePct_postfix"							"%"

		"ChainRadius_postfix"							"m"
		
		"ImpaleDuration_postfix"						"초"

		"ExplosionRadius_postfix"						"m"

		"MinExplosionRadius_postfix"					"m"

		"MaxExplosionRadius_postfix"					"m"

		"ExplosionMinPercent_postfix"					"%"

		"ExplosionMaxPercent_postfix"					"%"

		"EMPBuildupPercentPerShot_postfix"				"%"

		"InvisFadeToDuration_postfix"						"초"

		"InvisMoveSpeedMod_postfix"					"m(초당)"
		"MeleeAttackLength_postfix"						"m"

		"ArmingDuration_postfix"						"초"

		"AirJumpVerticalSpeedPercent_postfix"			"%"

		"ReflectDamage_postfix"							"%"

		"ImmobilizeDuration_postfix"					"초"

		"AirControlPercent_postfix"							"%"

		"NPCProcChance_postfix"							"%"

		"HeroProcChance_postfix"						"%"
		
		"AbilityProjectileSpeedPercent_postfix"			"%"
		
		"TechCleaveDamagePercent_postfix"				"%"
		
		"TechCleaveRadius_postfix"						"m"

		"InitialRadius_postfix"							"m"

		"BlurVisionRange_postfix"						"m"
		
		"ExplosiveShotRadiusPercent_postfix"			"%"
				
		"FireRatePerCharge_postfix"						"%"
		
		"ChargeDuration_postfix"						"초"

		"WaveStunDuration_postfix"						"초"

		"WaveLifetime_postfix"							"초"

		"LockedRadius_postfix"							"m"

		"BoostDuration_postfix"							"초"

		"ShieldPercentage_postfix"						"% 최대 체력"

		"ShieldDuration_postfix"						"초"

		"SlowRadius_postfix"							"m"
		
		"SmokeDuration_postfix"							"초"

		"SmokeRadius_postfix"							"m"

		"ChainDuration_postfix"							"초"

		"InfectDuration_postfix"						"초"

		"CloudDuration_postfix"							"초"

		"TimeSlowPercent_postfix"						"%"

		"CombatRegenPercent_postfix"					"%"

		"DecoyLifetime_postfix"							"초"
		"SearchRadius_postfix"				"m"

		"RampDuration_postfix"						"초"

		"EndDuration_postfix"						"초"

		"FinalSlow_postfix"							"m(초당)"		

		"WeaponPowerPerStack_postfix"				"%"
		"DamageDuration_postfix"						"초"

		"DamageRadius_postfix"						"m"

		"RestoreDelay_postfix"							"초"

		"RegenerationRate_postfix"					"초"

		"WeaponPowerPerKill_postfix"		"%"
		"BonusZoomPercent_postfix"				"%"

		"ProcCooldown_postfix"				"초"

		"FireRatePerEnemy_prefix"				"+"
		"FireRatePerEnemy_postfix"			"%"

		"AssaultDuration_postfix"				"초"

		"AssaultFireRate_prefix"				"{s:sign}"
		"AssaultFireRate_postfix"				"%"

		"ActiveHealthRegen_postfix"			"체력(초당)"

		"ActiveBonusFireRate_label"			"연사 속도"
		"ActiveBonusFireRate_postfix"		"%"
		"SurgeDelay_postfix"				"초"

		"FervorMovespeed_postfix"	" m(초당)"
		"FervorFireRate_label"		"연사 속도"
		"FervorFireRate_postfix"	"%"
		"FervorDebuffResistance_postfix"	"%"
		"PassiveFireRate_label"		"연사 속도"
		"PassiveFireRate_postfix"	"%"

		"TechDamagePercent_Postfix"	"%"
		"DelayDuration_Postfix"	"초"
		"EMPDuration_postfix"			"초"

		"BonusBulletDamageToEMPTargets_postfix" "%"
		"BulletDamageReflectedPct_postfix"					"%"
		"SpiritDamageReflectedPct_postfix"					"%"
		"DamageReflectedFrequencyPct_postfix"			"%"
		"RespawnBonusHealthDuration_postfix"				"초"
		"DeathImmunityDuration_postfix"			"초"
		"DeathImmunityPulseRateMultiplier_postfix"	"배"
		"StasisRadius_postfix"				"m"

		"HealPercentAmount_postfix"			"%"

		"StaminaCooldownReduction_postfix"			"%"

		"ActiveHealthChange_postfix"			"체력"
		"ActiveWeaponDamageChange_postfix"    "%"

		"SiphonRadius_postfix"				"m"

		"TechResistDuration_postfix"			"초"

		"BleedTechResist_postfix"				"%"

		"StackDuration_postfix"			"초"

		"HeadShotDebuffDuration_postfix"	"초"
		"HeadShotCooldown_postfix"			"초"
		"ActiveChainDuration_postfix"		"초"
		"BuildupPerProc_postfix"				"%"
		"ShockBuildupDuration_postfix"		"초"

		"GalvanicProcDuration_postfix"		"초"

		"FireRateSlow_postfix"				"%"

		"SlowFireRatePercent_prefix"			"{s:sign}"
		"SlowFireRatePercent_postfix"			"%"

		"FireRateScale_prefix"				"{s:sign}"
		"FireRateScale_postfix"				"%"

		"ActiveHealAmount_postfix"			"체력"

		"BonusDamagePerHero_postfix"			"%"

		"DebuffDelay_postfix"					"초"

		"ArmorLossPerHit_postfix"				"%"

		"StackLossFrequency_postfix"			"초"

		"MaxBulletResist_postfix"				"%"

		"TechDamageBonusPercent_postfix"		"%"

		"BonusDuration_postfix" 			"초"
		"HighGroundBonusWeaponPower_postfix"	"%"
				
		"BonusBaseWeaponDamage_postfix"					"%"

		"BaseAttackDamagePercent_postfix"					"%"

		"ImbuedTechPower_prefix"					"{s:sign}"
		"ImbuedTechPower_label"						"보강된 능력 마력"

		"MovementSpeedBonusDuration_postfix"		"초"

		"EnemyLifeThreshold_postfix"					"%"

		"CloneDamageTakenIncreasePercent_postfix"		"%"

		"ability_abort_cast"						"중단"
		"ability_golden_idol"					"영혼 단지 놓기"
		"LifeThreshold_postfix"					"%"
		"ActiveBulletShieldDuration_postfix"		"초"
		"PassiveShieldCooldown_postfix"			"초"
		"SlamDownRadius_postfix"				"m"

		"StealDuration_postfix"					"초"

		"InvisDuration_postfix"					"초"

		"SlideScale_postfix"						"%"
		"AirMoveIncreasePercent_postfix"						"%"
		"ActiveReloadPercent_postfix"				"%"
		"RespawnHealthPercent_postfix"			"%"

		"ActiveBonusMoveSpeed_postfix"					"m(초당)"
		"BuffMoveSpeedBonus_postfix"						"m(초당)"
		"ChannelMoveSpeed_postfx"						"m(초당)"
		"BulletShieldDuration_postfix"					"초"

		
		"BloodPoolDuration_postfix"						"초"
		"BloodPoolRadius_postfix"						"m"

		"LowHealthThreshold_postfix"					"%"
		"LowHealthWeaponPowerPercent_postfix"			"%"

		"BuildupDuration_postfix"						"초"
		"BuildupExpire_postfix"							"초"
		"BuildupDecayDelay_postfix"						"초"
		//"BuildupRate_label"							"Buildup Per Shot"
		//"BuildupRate_postfix"							""
		"BuildupPerShot_label"							"발사당 축적"
		"BuildupPerShot_postfix"						"%"
		"MaxHealthLossPercent_postfix"			"%"

		"SummonDuration_postfix" 				"초"

		//crow_mask_1807_comment
		// crow_mask_1808_comment
		//crow_mask_1809_comment



	}
}
