"lang"
{
	"Language"		"german"
		"upgrade_glass_cannon_desc"		"Jeder Heldenkill gewährt Dir <span class=\"highlight\">dauerhaften Waffenschaden</span> (summiert sich max. {s:MaxStacks}-mal auf). Beim Tod geht 1 Instanz verloren."
"ActiveBonusLifesteal_postfix"	" %"
		//"upgrade_surging_power/surge/windup"					"Surging Power"
		//"upgrade_surging_power/surge/active"					"Surging Power"
		//"upgrade_surging_power/surge"					"Surging Power"

		//Siphon Bullets
		//"upgrade_siphon_bullets_desc_passive1"	"When in <span class=\"highlight\">close range</span> of your target, deal additional <span class=\"highlight\">Weapon Damage</span>."
		"upgrade_siphon_bullets_desc_passive2"	"Deine Kugeln stehlen Gegnern temporär einen <span class=\"highlight\">Prozentsatz ihrer max. Lebenspunkte</span>. Gegner erhalten ihre gestohlenen Lebenspunkte zurück, wenn der Schwächungseffekt abläuft. Du erhältst dauerhaft eine Instanz der max. gestohlenen Lebenspunkte pro Kugel, falls das geschröpfte Ziel stirbt, und verlierst {s:StackLostPerDeath} Instanzen, falls Du stirbst."
"BonusReloadSpeed_Postfix"						" %"		
		//"OverdriveClipDuration_label"					"Clip Duration"
		"OverdriveClipDuration_Postfix"					" s"		
		//"modifier_item_weapon_power_for_health"		"Overdrive"

		//Burst Fire Actuator
		//"upgrade_burst_fire_actuator_desc"				"Your weapon <span class=\"highlight\"> fires an additional percentage of your gun's starting clip as a burst</span>.  If all bullets in a burst connect with an enemy Hero, <span class=\"highlight\">gain temporary Base Bullet Damage</span> for the rest of the clip."
		//"BurstFireShotsFromClipPercent_label"			"ammo Burst"
		"BurstFireShotsFromClipPercent_Postfix"			" %"
"BonusHeadshotDamage_postfix"					" %"
		//"BaseBonusWeaponPower_label"					"Courage"
		"BaseBonusWeaponPower_prefix"					"+"
//"BonusMeleeSpeed_label"							"Melee Speed"
		"BonusMeleeSpeed_prefix"						"+"
		"BonusMeleeSpeed_postfix"						" %"
		"DisarmDuration_postfix"						" s"

		//Belt-Fed Magazine
		//"upgrade_belt_fed_magazine_desc"				"Your weapon gains a <span class=\"highlight\">much larger magazine that </span><span class=\"isNegative\">requires spin-up time</span>, starting with a <span class=\"highlight\">slower initial fire rate and becoming faster over the spin-up time</span>."
		//"SpinUpTime_label"								"Spin-Up Time"
		"SpinUpTime_postfix"							" s"
		//"InitialFireRateDecrease_label"					"Initial Fire Rate"
		"InitialFireRateDecrease_prefix"				"−"
		"InitialFireRateDecrease_postfix"				" %"
		"MaxFireRateIncrease_prefix"					"+"
		//"MaxFireRateIncrease_label"						"Max Fire Rate"
		"MaxFireRateIncrease_postfix"							" %"
		//"BonusReloadTime_label"							"Added Reload Time"
		"BonusReloadTime_postfix"						" s"

		//Stabilizing Tripod
		//"upgrade_stabilizing_tripod_desc"						"<span class=\"highlight\">Disarm yourself</span> to toss your weapon to the target location where it transforms into a <span class=\"highlight\">Field Sentry that will attack enemies using your weapon with an unlimited clip</span>.  You can melee the sentry to end the effect early."		
		//"StationaryRecoilReduction_label"					"Less Recoil While Not Moving"
		"StationaryRecoilReduction_postfix"					" %"
		"StationaryWeaponPower_prefix"						"+"
		//"StationaryWeaponPower_label"					"Courage While Not Moving"
		//"CasterHealthPercent_label"						"Turret Health Percent of Caster"
		"CasterHealthPercent_postfix"					" %"
		//"modifier_stabilizing_tripod_self_debuff"				"Field Sentry"

		//Burst Fire
		"upgrade_burst_fire_desc"						"Du erhältst für kurze Zeit zusätzliche <span class=\"highlight\">Feuerrate</span> und zusätzliches <span class=\"highlight\">Bewegungstempo</span>, wenn eine Deiner Kugeln einen gegnerischen Helden trifft."
"BaseAttackDamagePercentAtMaxDuration_postfix"		" %"
		"ShootDurationForMax_postfix"							" s"
"MaxArmorStacks_postfix"				" %"
		"BulletResistPerStack_postfix"			" %"
		"BulletResistDuration_postfix"			" s"
"CritDamagePercent_label"				"Bonusschaden"
		"CritDamagePercent_postfix"			" %"
"VeilWalker_MoveSpeed_postfix"		" m/s"


		//-----------------------------------------------------------------------------
		// Upgrades: Tech
		//-----------------------------------------------------------------------------
		

		//Spirit Lifesteal
		//"upgrade_health_stealing_magic_desc"		"Your <span class=\"highlight\">spirit items and abilities heal you</span> for a percentage of the damage they deal. Heals for less on Non-Heroes and does not work on buildings."
		//"NonHeroAbilityLifestealTooltipOnly_label"			"Non-Hero Value"
		"NonHeroAbilityLifestealTooltipOnly_postfix"		" %"
"EscalatingExposureProcCooldown_postfix"	" s"
		"EscalatingExposureTechArmorDamageReduction_postfix"	" %"
//Spiritual Recharge
		//"upgrade_recharge_duration_reduction_desc"		"Reduces the <span class=\"highlight\">recharge duration<%s> of your ability chages."

		//Extra Charge
		//"upgrade_extra_charge_desc"	"Adds one to your ability max <span class=\"highlight\">charges</span>."
		"BonusSpiritForChargedAbilities_prefix"						"+"
"CooldownReductionOnChargedAbilities_postfix" " %"
		"CooldownReductionOnChargedAbilities_prefix" "+"
"BonusBaseWeaponDamageTaken_prefix"		"+"
		"BonusBaseWeaponDamageTaken_postfix"	" %"
"modifier_kinetic_sash_triggered"	"Kinetischer Spurt"
"MagicAmp_postfix"					" %"
		"WitheringWhipDisarmDuration_label"	"Dauer"
		"WitheringWhipDisarmDuration_postfix"	" s"
		"SpiritPower_prefix"					"+"
"ShiftingVeilDuration_label"			"Dauer"
		"ShiftingVeilDuration_postfix"		" s"
		"BonusSpiritDuration_postfix"			" s"
		"shifting_veil_bonus_spirit"			"Bonusmagiekraft"
//"SelfModifier_label"			"Self Modifier"
		"SelfModifier_postfix"			" %"
//Diviner's Kevlar
		"upgrade_diviners_kevlar_desc"			"Wenn Du Deine <span class=\"highlight\">ultimative Fähigkeit</span> einsetzt, erhältst Du temporäre <span class=\"highlight\">Schilde gegen Kugel- und Magieschaden</span> sowie <span class=\"highlight\">Magiekraft</span>."
		//"BonusChannelTechPower_label"			"Spirit Power While Channeling"
		"BonusChannelTechPower_prefix"			"+"
		"BonusChannelTimePercentage_prefix"		"+"
		"BonusChannelTimePercentage_postfix"	" %"
"MeleeDistanceScale_postfix"			" %"
		"BonusHeavyMeleeDamage_prefix"			"+"
		"BonusHeavyMeleeDamage_postfix"			" %"

		//Charmed Wraps
		//"upgrade_charmed_wraps_desc"			"Your abilities get their <span class=\"highlight\">cooldowns reduced</span> when you perform a <span class=\"highlight\">heavy melee</span> attack against a hero (or <span class=\"highlight\">two light melee</span> attacks within {s:LightMeleeTimeWindow}s)."

		//Clarity
		//"upgrade_magic_clarity_desc"			"On ability or item use, gain a <span class=\"highlight\">move speed</span> bonus for {s:AbilityDuration}s.  Your next ability cast will remove the move speed bonus and apply a <span class=\"highlight\">Spirit</span> bonus to that ability."
		"ClarityBonusSpirit_prefix"				"{s:sign}"
"MagicCarpetMoveSpeed_prefix"			"+"
		"MagicCarpetMoveSpeed_postfix"			" m/s"
		"MagicCarpetShieldDuration_postfix"		" s"

		//
//Divine Barrier
		"upgrade_savior_desc"				"Gewährt dem Ziel <span class=\"highlight\">Schilde gegen Kugel- und Magieschaden</span> sowie zusätzliches <span class=\"highlight\">Bewegungstempo</span>. Kann auf sich selbst angewendet werden."
		"SaviorBulletShieldHealth_label"		"Schildpunkte gegen Kugelschaden"
		"BuffDuration_label"					"Dauer"
		"BuffDuration_postfix"				" s"
//High Impact Armor
		//"upgrade_high_impact_armor_desc"				"Provides protection against high-damage bullets. Any <span class=\"highlight\">bullet damage</span> portion above the threshold is reduced by {s:DamageReduction}%."
		//"damage_reduction_label"						"Damage Reduction"
		"damage_reduction_postfix"						" %"
//"modifier_citadel_rupture"				"Ruptured - Don't Move"

		//Discord
		//"upgrade_discord_desc"						"Apply an aura around enemy or friendly target that <span class=\"highlight\">damages enemies in the radius and suppresses their healing by {s:HealAmpReceivePenaltyPercent}%</span>. If cast on a friendly, it also heals them."
		//"MaxHealthPercentAsDPS_label"				"Max Health per second"
		"MaxHealthPercentAsDPS_postfix"				" %"
		//"MaxHealthPercentAsHealPerSecond_label"		"Max Health per second"
		"MaxHealthPercentAsHealPerSecond_postfix"	" %"
//"RespawnDelay_label"							"Respawn Delay"
		"RespawnDelay_postfix"						" s"
//"BarrierDuration_label"					"Shield Duration"
		"BarrierDuration_postfix"				" s"
		"PhantomStrikeDebuffDuration_postfix"		" s"
		"modifier_phantom_strike_bulletshield"		"Schild gegen Kugelschaden"
"ActiveFireRate_postfix"						" %"
//"AbilityApplyDelay_label"						"Application Time"
		"AbilityApplyDelay_postfix"						" s"
		//Regenerative Armor
		//"upgrade_regenerative_armor_desc"	"Gain a short burst of health regeneration when taking bullet damage from heroes"

		//Combat Barrier
		"upgrade_regenerating_bullet_shield_desc"	"Während Du über einen <span class=\"highlight\">Schild gegen Kugelschaden</span> verfügst, erhältst Du zusätzlichen <span class=\"highlight\">Waffenschaden</span> und zusätzliche <span class=\"highlight\">Feuerrate</span>."
		"BonusBaseWeaponDamageWithShield_postfix"	" %"
		"BonusBaseWeaponDamageWithShield_prefix"	"+"
		"FireRateWhenShielded_postfix"	" %"
		"FireRateWhenShielded_prefix"	"+"
"BonusSpiritWithMagicShield_prefix"		"+"
		"CooldownReductionWithShield_prefix"	"+"
		"CooldownReductionWithShield_postfix"	" %"
//Unstoppable
		"upgrade_unstoppable_desc"				"Unterdrückt temporär <span class=\"highlight\">Schwächungseffekte</span>. Du kannst <span class=\"highlight\">nicht</span> <span class=\"highlight\">betäubt, verstummt, in Schlaf versetzt, festgesetzt und entwaffnet</span> werden.<br>Kann nicht aktiviert werden, wenn <span class=\"highlight\">betäubt</span> oder <span class=\"highlight\">in Schlaf versetzt</span>."
//Ablative Coat
		//"upgrade_ablative_coat_desc"			"Provides <span class=\"highlight\">Bullet Resist</span> but you lose some each time you take Weapon Damage. Loss can only happen once every {s:StackLossFrequency}s. Bullet Resist is restored when out of combat."
		//"upgrade_ablative_coat_innate"			"Increases your <span class=\"highlight\">forward movement speed</span> over time. If Ablative Coat is reduced to 0 Bullet Resist, taking damage will reset the effect for <span class=\"highlight\">1.5s</span>"

		//-----------------------------------------------------------------------------
		// Upgrades: Utility
		//----------------------------------------------------------------------------- 
		
		//Sprint Boots
		//"upgrade_sprint_booster_desc"				"Increases your <span class=\"highlight\">forward movement speed</span> over time. Taking damage resets the effect for <span class=\"highlight\">1.5s</span>"

		//Superior Stamina
		"upgrade_superior_stamina_passive"			"Erhöht die Anzahl an <span class=\"highlight\">Luftspurts</span> und <span class=\"highlight\">Luftsprüngen</span>, die vor der Landung ausgeführt werden können, von <span class=\"highlight\">1 auf 2</span>."
//Health Nova
		"upgrade_health_nova_desc"					"<span class=\"highlight\">Heilt</span> Dich und Deine Verbündete in der Nähe. Die Heilung erhöht sich zusätzlich um {s:HeroTargetBonus} % pro Verbündetem."
"AmbushBonusTechPower_prefix"					"+"
		"AmbushBonusFireRate_prefix"					"+"
		"AmbushBonusFireRate_postfix"					" %"
		"AmbushDuration_postfix"						" s"
		"StealthDuration_postfix"						" s"
		"SpottedRadius_postfix"						" m"
//Smoke
		//"upgrade_aoe_smoke_bomb_desc"				"Give you and teammates <span class=\"highlight\">invisibility</span> and a <span class=\"highlight\">movement speed</span> bonus.  Attacking or taking damage will remove the invisibility.<br>Cast delay: {s:AbilityCastDelay}s."
		
		//EMP Grenade
		//"upgrade_aoe_silence_desc"					"Throw a grenade that <span class=\"highlight\">silences</span> enemies and lowers their <span class=\"highlight\">spirit resistance</span>."
		//"modifier_aoe_silence"										"Silenced - Abilities Disabled"
		
		//Tech Defender
		//"upgrade_debuff_absorb_desc"				"Shield against <span class=\"highlight\">all spirit damage and debuffs</span>."

		//Tech Defender
		//"upgrade_tech_defender_active"		"Protect against <span class=\"highlight\">all spirit damage and debuffs</span>."
		//"upgrade_tech_defender/modifier_debuff_immunity"			"Immune to Debuffs"

		//Drain Will
		//"upgrade_disarm_desc"			"Fires a projectile which reduces the <span class=\"highlight\">Fire Rate</span> of the target and <span class=\"highlight\">steals Spirit</span>."
		//"SpiritSteal_label"				"Spirit Power Steal"
		//"SpiritStealDuration_label"		"Spirit Power Steal Duration"
		"SpiritStealDuration_postfix"	" s"
		//"modifier_citadel_active_disarm_spirit_steal"	"Drain Will"

		//Reactive Barrier
		"upgrade_vex_barrier_desc"		"Aktiviert automatisch temporäre <span class=\"highlight\">Schilde gegen Kugel- und Magieschaden</span>, wenn Deine <span class=\"highlight\">Bewegung eingeschränkt</span> oder Du <span class=\"highlight\">betäubt, angekettet, festgesetzt oder in Schlaf versetzt</span> wirst."
		"VexBarrierBulletMaxHealth_label"	"Schildpunkte gegen Kugelschaden"
		"VexBarrierShieldDuration_label"	"Dauer"
		"VexBarrierShieldDuration_postfix"	" s"
//Heal On Level
		"upgrade_heal_on_level_desc"	"Wenn Du eine <span class=\"highlight\">Gabe</span> erhälts, wirst Du automatisch <span class=\"highlight\">geheilt</span>."
		"upgrade_heal_on_level_buff"	"Heilung bei Levelaufstieg"
		"HealOnlevelHealAmount_label"	"Heilung"
		"upgrade_heal_on_level/heal_on_level_buff"			"Heilung bei Levelaufstieg"

		//crow_mask_932_comment
		//crow_mask_933_comment
		//crow_mask_934_comment
		//crow_mask_935_comment
		//crow_mask_936_comment
	}
}
